INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1130	1028	峨嵋入室凌云者	峨嵋入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1131	1028	峨嵋亲传凌云者	峨嵋亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1132	1028	星宿凌云者	星宿外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1133	1028	星宿入室凌云者	星宿入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1134	1028	星宿亲传凌云者	星宿亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1135	1028	明教凌云者	明教外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1136	1028	明教入室凌云者	明教入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1137	1028	明教亲传凌云者	明教亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1138	1028	天龙凌云者	天龙外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1139	1028	天龙入室凌云者	天龙入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1140	1028	天龙亲传凌云者	天龙亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1141	1028	逍遥凌云者	逍遥外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1142	1028	逍遥入室凌云者	逍遥入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1143	1028	逍遥亲传凌云者	逍遥亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1144	1028	丐帮凌云者	丐帮外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1145	1028	丐帮入室凌云者	丐帮入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1146	1028	丐帮亲传凌云者	丐帮亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1147	1028	天山凌云者	天山外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1148	1028	天山入室凌云者	天山入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1149	1028	天山亲传凌云者	天山亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1150	1028	少林登峰者	少林外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1151	1028	少林入室登峰者	少林入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1152	1028	少林亲传登峰者	少林亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1153	1028	武当登峰者	武当外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1154	1028	武当入室登峰者	武当入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1155	1028	武当亲传登峰者	武当亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1156	1028	峨嵋登峰者	峨嵋外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1157	1028	峨嵋入室登峰者	峨嵋入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1158	1028	峨嵋亲传登峰者	峨嵋亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1159	1028	星宿登峰者	星宿外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1160	1028	星宿入室登峰者	星宿入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1161	1028	星宿亲传登峰者	星宿亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1162	1028	明教登峰者	明教外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1163	1028	明教入室登峰者	明教入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1164	1028	明教亲传登峰者	明教亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1165	1028	天龙登峰者	天龙外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1166	1028	天龙入室登峰者	天龙入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1167	1028	天龙亲传登峰者	天龙亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1168	1028	逍遥登峰者	逍遥外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1169	1028	逍遥入室登峰者	逍遥入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1170	1028	逍遥亲传登峰者	逍遥亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1171	1028	丐帮登峰者	丐帮外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1172	1028	丐帮入室登峰者	丐帮入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1173	1028	丐帮亲传登峰者	丐帮亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1174	1028	天山登峰者	天山外门，登峰豪志。	165	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	1	0	2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1175	1028	天山入室登峰者	天山入室，登峰豪志。	165	2	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1176	1028	天山亲传登峰者	天山亲传，登峰豪志。	165	3	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	冠绝师门·问鼎中获得4强的少侠，可获得此称号。	1	106	37	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1177	1035	少林大弟子	以武参禅，心外寻佛	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1178	1035	少林明相大弟子	以武见禅，明心见相	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1179	1035	少林入禅大弟子	以武入禅，心现佛陀	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1180	1035	武当大弟子	立人之道，曰仁与义	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1181	1035	武当地煞大弟子	立地之道，曰柔与刚	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第一名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1182	1035	武当天罡大弟子	立天之道，曰阴与阳	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1183	1035	峨嵋大弟子	俊俏峨眉，秀峰矗立	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1184	1035	峨嵋飞霞大弟子	隽永峨眉，飞霞南来	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1185	1035	峨嵋金顶大弟子	浩然峨眉，金顶佛光	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1186	1035	星宿大弟子	用毒高手，生灵寂灭	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1187	1035	星宿枯地大弟子	星宿剧毒，大地荒枯	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1188	1035	星宿坠天大弟子	五毒俱全，天星陨坠	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1189	1035	明教大弟子	熊熊烽火，夜中明炬	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1190	1035	明教烈焰大弟子	连天烈焰，势不可挡	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1191	1035	明教圣火大弟子	炼世圣火，众生俯首	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1192	1035	天龙大弟子	见龙在田，万夫莫挡	174	1	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1193	1035	天龙战国大弟子	龙战于野，咫尺敌国	174	2	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
1194	1035	天龙傲世大弟子	飞龙入天，傲然世间	174	3	336	冠绝师门·举贤中获得第1名的少侠，可获得此称号。	冠军师门·举贤中获第1名的少侠，可获得此称号。	1	106	34	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	1
