INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
70502000	7	5	2	0	2	-1	2	0	2	苍狼啸月兽甲·勇	75	苍狼啸月，加其力也。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	50	20301009	1	80
70502001	7	5	2	1	2	-1	2	1	2	苍狼啸月兽甲·勇	75	苍狼啸月，加其力也。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	60	20301009	3	100
70502002	7	5	2	2	2	-1	2	2	2	苍狼啸月兽甲·勇	75	苍狼啸月，加其力也。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	70	20301009	7	100
70502003	7	5	2	3	2	-1	2	3	2	苍狼啸月兽甲·勇	75	苍狼啸月，加其力也。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	80	20301009	12	100
70502004	7	5	2	4	2	-1	2	4	2	苍狼啸月兽甲·勇	75	苍狼啸月，加其力也。#r适合#G勇猛#W性格的珍兽穿着，穿齐全套可#G增加猛击技能的伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	100	20301009	20	100
70502005	7	5	2	5	2	-1	2	5	2	苍狼啸月兽甲·狡	75	苍狼啸月，加其力也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	50	20301009	1	80
70502006	7	5	2	6	2	-1	2	6	2	苍狼啸月兽甲·狡	75	苍狼啸月，加其力也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	60	20301009	3	100
70502007	7	5	2	7	2	-1	2	7	2	苍狼啸月兽甲·狡	75	苍狼啸月，加其力也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	70	20301009	7	100
70502008	7	5	2	8	2	-1	2	8	2	苍狼啸月兽甲·狡	75	苍狼啸月，加其力也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	80	20301009	12	100
70502009	7	5	2	9	2	-1	2	9	2	苍狼啸月兽甲·狡	75	苍狼啸月，加其力也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	100	20301009	20	100
70502010	7	5	2	10	2	-1	2	10	2	苍狼啸月兽甲·慎	75	苍狼啸月，加其力也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	50	20301009	1	80
70502011	7	5	2	11	2	-1	2	11	2	苍狼啸月兽甲·慎	75	苍狼啸月，加其力也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	60	20301009	3	100
70502012	7	5	2	12	2	-1	2	12	2	苍狼啸月兽甲·慎	75	苍狼啸月，加其力也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	70	20301009	7	100
70502013	7	5	2	13	2	-1	2	13	2	苍狼啸月兽甲·慎	75	苍狼啸月，加其力也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	80	20301009	12	100
70502014	7	5	2	14	2	-1	2	14	2	苍狼啸月兽甲·慎	75	苍狼啸月，加其力也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_13	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	1	-1	-1	-1	-1	100	20301009	20	100
70502015	7	5	2	15	2	-1	2	15	2	黄雀戏水兽甲·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	50	20301009	1	80
70502016	7	5	2	16	2	-1	2	16	2	黄雀戏水兽甲·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	60	20301009	3	100
70502017	7	5	2	17	2	-1	2	17	2	黄雀戏水兽甲·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	70	20301009	7	100
70502018	7	5	2	18	2	-1	2	18	2	黄雀戏水兽甲·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	80	20301009	12	100
70502019	7	5	2	19	2	-1	2	19	2	黄雀戏水兽甲·怯	75	黄雀戏水，显其灵也。#r适合#G胆小#W性格的珍兽穿着，穿齐全套可#G增加烈火咒、玄雷咒、血毒咒、寒冰咒伤害#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	100	20301009	20	100
70502020	7	5	2	20	2	-1	2	20	2	黄雀戏水兽甲·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	50	20301009	1	80
70502021	7	5	2	21	2	-1	2	21	2	黄雀戏水兽甲·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	60	20301009	3	100
70502022	7	5	2	22	2	-1	2	22	2	黄雀戏水兽甲·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	70	20301009	7	100
70502023	7	5	2	23	2	-1	2	23	2	黄雀戏水兽甲·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	80	20301009	12	100
70502024	7	5	2	24	2	-1	2	24	2	黄雀戏水兽甲·狡	75	黄雀戏水，显其灵也。#r适合#G精明#W性格的珍兽穿着，穿齐全套可#G增加摔绊技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	100	20301009	20	100
70502025	7	5	2	25	2	-1	2	25	2	黄雀戏水兽甲·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	50	20301009	1	80
70502026	7	5	2	26	2	-1	2	26	2	黄雀戏水兽甲·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	60	20301009	3	100
70502027	7	5	2	27	2	-1	2	27	2	黄雀戏水兽甲·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	70	20301009	7	100
70502028	7	5	2	28	2	-1	2	28	2	黄雀戏水兽甲·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	80	20301009	12	100
70502029	7	5	2	29	2	-1	2	29	2	黄雀戏水兽甲·慎	75	黄雀戏水，显其灵也。#r适合#G谨慎#W性格的珍兽穿着，穿齐全套可#G增加虚弱技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_2	珍兽体甲	1	1	-1	-1	580	580	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	85	2	2	1	250	-1	0	-1	-1	1	-1	-1	-1	100	20301009	20	100
70502030	7	5	2	30	2	-1	2	30	2	乌豚望日兽甲·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_3	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	50	20301009	1	80
70502031	7	5	2	31	2	-1	2	31	2	乌豚望日兽甲·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_3	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	60	20301009	3	100
70502032	7	5	2	32	2	-1	2	32	2	乌豚望日兽甲·忠	75	乌豚望日，增其体也。#r适合#G忠诚#W性格的珍兽穿着，穿齐全套可#G增加灵动技能的生效几率#W。#r#G可在苏州（248，184）云姗姗处使用珍兽装备相关功能。#W	1000	800	3	-1	-1	PetEquipCloth1_3	珍兽体甲	1	1	-1	-1	580	580	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	2	2	1	250	-1	0	-1	-1	-1	1	-1	-1	70	20301009	7	100
