INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT
ID	特效ID1	音效ID1	特效的绑定点1	特效ID2	音效ID2	特效的绑定点2	特效ID3	音效ID3	特效的绑定点3	特效ID4	音效ID4	特效的绑定点4	特效ID5	音效ID5	特效的绑定点5	预留1	预留2	效果说明	预留
241	g01_xy_定海神针_zdo	Skills\Weapon\sword_hit_light_5.wav	身体受击点	g01_xy_定海神针_zdo	Skills\Weapon\sword_hit_light_5.wav	身体受击点	g01_xy_定海神针_zdo	Skills\Weapon\sword_hit_light_5.wav	身体受击点	g01_xy_定海神针_zdo	Skills\Weapon\sword_hit_light_5.wav	身体受击点	g01_xy_定海神针_zdo	Skills\Weapon\sword_hit_light_5.wav	身体受击点			定海神针击中	1	
242	g01_慈航普度_被击01		身体受击点	g01_慈航普度_被击01		身体受击点	g01_慈航普度_被击01		身体受击点	g01_慈航普度_被击01		身体受击点	g01_慈航普度_被击01		身体受击点			慈航普度生效	1	
243	g01_dl_天龙80级技能_被击01	Skills\Dl\天龙中冲_受击.wav	身体受击点	g01_dl_天龙80级技能_被击01	Skills\Dl\天龙中冲_受击.wav	身体受击点	g01_dl_天龙80级技能_被击01	Skills\Dl\天龙中冲_受击.wav	身体受击点	g01_dl_天龙80级技能_被击01	Skills\Dl\天龙中冲_受击.wav	身体受击点	g01_dl_天龙80级技能_被击01	Skills\Dl\天龙中冲_受击.wav	身体受击点			中冲剑受击	1	
244	桃花阵发光红	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光红	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光红	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光红	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光红	Character\Npc\QSJS_Faguang.wav	脚下光圈点				1	
245	桃花阵发光黄	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光黄	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光黄	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光黄	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光黄	Character\Npc\QSJS_Faguang.wav	脚下光圈点				1	
246	桃花阵发光蓝	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光蓝	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光蓝	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光蓝	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光蓝	Character\Npc\QSJS_Faguang.wav	脚下光圈点				1	
247	桃花阵发光绿	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光绿	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光绿	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光绿	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光绿	Character\Npc\QSJS_Faguang.wav	脚下光圈点				1	
248	桃花阵发光紫	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光紫	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光紫	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光紫	Character\Npc\QSJS_Faguang.wav	脚下光圈点	桃花阵发光紫	Character\Npc\QSJS_Faguang.wav	脚下光圈点				1	
249	桃花阵底盘成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点	桃花阵底盘成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点	桃花阵底盘成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点	桃花阵底盘成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点	桃花阵底盘成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点				1	
250	桃花阵底盘绿成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点	桃花阵底盘绿成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点	桃花阵底盘绿成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点	桃花阵底盘绿成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点	桃花阵底盘绿成功消失	Character\Npc\QSJS_Chenggong.wav	脚下光圈点				1	
251	桃花阵底盘失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点	桃花阵底盘失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点	桃花阵底盘失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点	桃花阵底盘失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点	桃花阵底盘失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点				1	
252	桃花阵底盘绿失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点	桃花阵底盘绿失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点	桃花阵底盘绿失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点	桃花阵底盘绿失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点	桃花阵底盘绿失败消失	Character\Npc\QSJS_Shibai.wav	脚下光圈点				1	
253	桃花阵开起		身体受击点	桃花阵开起		身体受击点	桃花阵开起		身体受击点	桃花阵开起		身体受击点	桃花阵开起		身体受击点				1	
254	npc高爆弹-被击		身体受击点	npc高爆弹-被击		身体受击点	npc高爆弹-被击		身体受击点	npc高爆弹-被击		身体受击点	npc高爆弹-被击		身体受击点			炸弹受击	1	
255	shengji_jinhuang	interface\sound_shengji.wav	脚下光圈点	shengji_jinhuang	interface\sound_shengji.wav	脚下光圈点	shengji_jinhuang	interface\sound_shengji.wav	脚下光圈点	shengji_jinhuang	interface\sound_shengji.wav	脚下光圈点	shengji_jinhuang	interface\sound_shengji.wav	脚下光圈点			复活	1	
256	修炼等级提升_01	interface\sound_shengji.wav	脚下光圈点	修炼等级提升_01	interface\sound_shengji.wav	脚下光圈点	修炼等级提升_01	interface\sound_shengji.wav	脚下光圈点	修炼等级提升_01	interface\sound_shengji.wav	脚下光圈点	修炼等级提升_01	interface\sound_shengji.wav	脚下光圈点				1	
257	修炼境界提升_01	interface\sound_shengji.wav	脚下光圈点	修炼境界提升_01	interface\sound_shengji.wav	脚下光圈点	修炼境界提升_01	interface\sound_shengji.wav	脚下光圈点	修炼境界提升_01	interface\sound_shengji.wav	脚下光圈点	修炼境界提升_01	interface\sound_shengji.wav	脚下光圈点				1	
258	凤凰战旗_开旗		脚下光圈点	凤凰战旗_开旗		脚下光圈点	凤凰战旗_开旗		脚下光圈点	凤凰战旗_开旗		脚下光圈点	凤凰战旗_开旗		脚下光圈点			凤凰开旗	1	
259	凤凰战旗_交旗		脚下光圈点	凤凰战旗_交旗		脚下光圈点	凤凰战旗_交旗		脚下光圈点	凤凰战旗_交旗		脚下光圈点	凤凰战旗_交旗		脚下光圈点			凤凰交旗	1	
260	hd_五雷轰顶		脚下光圈点	hd_五雷轰顶		脚下光圈点	hd_五雷轰顶		脚下光圈点	hd_五雷轰顶		脚下光圈点	hd_五雷轰顶		脚下光圈点			奇遇五雷	1	
261	hd_自爆buff中招		脚下光圈点	hd_自爆buff中招		脚下光圈点	hd_自爆buff中招		脚下光圈点	hd_自爆buff中招		脚下光圈点	hd_自爆buff中招		脚下光圈点			奇遇烈火	1	
262	g01_xx_尸爆爆炸	Skills\Xx\Xx_蓝砂手_击中.wav	身体受击点	g01_xx_尸爆爆炸	Skills\Xx\Xx_蓝砂手_击中.wav	身体受击点	g01_xx_尸爆爆炸	Skills\Xx\Xx_蓝砂手_击中.wav	身体受击点	g01_xx_尸爆爆炸	Skills\Xx\Xx_蓝砂手_击中.wav	身体受击点	g01_xx_尸爆爆炸	Skills\Xx\Xx_蓝砂手_击中.wav	身体受击点				1	
263	g01_em_投桃报李_加血		身体受击点	g01_em_投桃报李_加血		身体受击点	g01_em_投桃报李_加血		身体受击点	g01_em_投桃报李_加血		身体受击点	g01_em_投桃报李_加血		身体受击点			冲虚养气	1	
264	g01_em_投桃报李_伤害	Skills\Em\Em_貂蝉拜月_击中.wav	身体受击点	g01_em_投桃报李_伤害	Skills\Em\Em_貂蝉拜月_击中.wav	身体受击点	g01_em_投桃报李_伤害	Skills\Em\Em_貂蝉拜月_击中.wav	身体受击点	g01_em_投桃报李_伤害	Skills\Em\Em_貂蝉拜月_击中.wav	身体受击点	g01_em_投桃报李_伤害	Skills\Em\Em_貂蝉拜月_击中.wav	身体受击点			貂蝉拜月	1	
265	m01_wd_七星聚首_伤害	Skills\Common\lighting_1.wav	身体受击点	m01_wd_七星聚首_伤害	Skills\Common\lighting_1.wav	身体受击点	m01_wd_七星聚首_伤害	Skills\Common\lighting_1.wav	身体受击点	m01_wd_七星聚首_伤害	Skills\Common\lighting_1.wav	身体受击点	m01_wd_七星聚首_伤害	Skills\Common\lighting_1.wav	身体受击点			玄爆	1	
266	cw_zd_jiuleijisha	Skills\Common\lighting_1.wav	脚下光圈点	cw_zd_jiuleijisha	Skills\Common\lighting_1.wav	脚下光圈点	cw_zd_jiuleijisha	Skills\Common\lighting_1.wav	脚下光圈点	cw_zd_jiuleijisha	Skills\Common\lighting_1.wav	脚下光圈点	cw_zd_jiuleijisha	Skills\Common\lighting_1.wav	脚下光圈点			奔雷	1	
267	g01_tianxiawugou	Skills\Common\explosion_1.wav	身体受击点	g01_tianxiawugou	Skills\Common\explosion_1.wav	身体受击点	g01_tianxiawugou	Skills\Common\explosion_1.wav	身体受击点	g01_tianxiawugou	Skills\Common\explosion_1.wav	身体受击点	g01_tianxiawugou	Skills\Common\explosion_1.wav	身体受击点			极杀	1	
268	boss_镜湖水鬼_海市蜃楼	Skills\Common\bullet_explode1.wav	脚下光圈点	boss_镜湖水鬼_海市蜃楼	Skills\Common\bullet_explode1.wav	脚下光圈点	boss_镜湖水鬼_海市蜃楼	Skills\Common\bullet_explode1.wav	脚下光圈点	boss_镜湖水鬼_海市蜃楼	Skills\Common\bullet_explode1.wav	脚下光圈点	boss_镜湖水鬼_海市蜃楼	Skills\Common\bullet_explode1.wav	脚下光圈点			消魂	1	
269	g01_zdo_eguanmanying	Skills\Common\explosion_3.wav	身体受击点	g01_zdo_eguanmanying	Skills\Common\explosion_3.wav	身体受击点	g01_zdo_eguanmanying	Skills\Common\explosion_3.wav	身体受击点	g01_zdo_eguanmanying	Skills\Common\explosion_3.wav	身体受击点	g01_zdo_eguanmanying	Skills\Common\explosion_3.wav	身体受击点			夺命	1	
271	m01_gs_气定六合_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_气定六合_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_气定六合_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_气定六合_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_气定六合_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点			气定六合	1	
272	m01_gs_横剑疆场_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_横剑疆场_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_横剑疆场_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_横剑疆场_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_横剑疆场_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点			横剑疆场	1	
273	m01_gs_重云掩日_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_重云掩日_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_重云掩日_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_重云掩日_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_重云掩日_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点			重云掩日	1	
274	m01_gs_剑锁江山_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_剑锁江山_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_剑锁江山_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_剑锁江山_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_剑锁江山_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点			剑锁江山	1	
275	m01_gs_柳拂衣_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_柳拂衣_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_柳拂衣_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_柳拂衣_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_柳拂衣_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点			柳拂衣	1	
276	m01_gs_万剑归宗_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_万剑归宗_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_万剑归宗_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_万剑归宗_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_万剑归宗_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点			星河虹吸	1	
277	m01_gs_星火闪_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_星火闪_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_星火闪_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_星火闪_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点	m01_gs_星火闪_被击	Skills\Weapon\sword_hit_light_4.wav	身体受击点			星火闪	1	
278	buff_将进酒_受击		身体受击点	buff_将进酒_受击		身体受击点	buff_将进酒_受击		身体受击点	buff_将进酒_受击		身体受击点	buff_将进酒_受击		身体受击点			将进酒	1	
333	送花_蓝色		脚下光圈点	送花_蓝色		脚下光圈点	送花_蓝色		脚下光圈点	送花_蓝色		脚下光圈点	送花_蓝色		脚下光圈点			友好特效	1	
359	buff_2015情人节_对诗正确	interface\sound_shengji.wav	脚下光圈点	buff_2015情人节_对诗正确	interface\sound_shengji.wav	脚下光圈点	buff_2015情人节_对诗正确	interface\sound_shengji.wav	脚下光圈点	buff_2015情人节_对诗正确	interface\sound_shengji.wav	脚下光圈点	buff_2015情人节_对诗正确	interface\sound_shengji.wav	脚下光圈点			情人节对诗正确	1	
360	hj_npc冰麒麟17_变身BUFF		脚下光圈点	hj_npc冰麒麟17_变身BUFF		脚下光圈点	hj_npc冰麒麟17_变身BUFF		脚下光圈点	hj_npc冰麒麟17_变身BUFF		脚下光圈点	hj_npc冰麒麟17_变身BUFF		脚下光圈点				1	
361	hj_npc_幸运星交互特效_橙色		身体中心点	hj_npc_幸运星交互特效_橙色		身体中心点	hj_npc_幸运星交互特效_橙色		身体中心点	hj_npc_幸运星交互特效_橙色		身体中心点	hj_npc_幸运星交互特效_橙色		身体中心点			小伯交互特效	1	
362	hj_npc_幸运星交互特效_粉色		身体中心点	hj_npc_幸运星交互特效_粉色		身体中心点	hj_npc_幸运星交互特效_粉色		身体中心点	hj_npc_幸运星交互特效_粉色		身体中心点	hj_npc_幸运星交互特效_粉色		身体中心点			小利交互特效	1	
363	hj_npc_幸运星交互特效_红色		身体中心点	hj_npc_幸运星交互特效_红色		身体中心点	hj_npc_幸运星交互特效_红色		身体中心点	hj_npc_幸运星交互特效_红色		身体中心点	hj_npc_幸运星交互特效_红色		身体中心点			小恒交互特效	1	
364	hj_npc_幸运星交互特效_黄色		身体中心点	hj_npc_幸运星交互特效_黄色		身体中心点	hj_npc_幸运星交互特效_黄色		身体中心点	hj_npc_幸运星交互特效_黄色		身体中心点	hj_npc_幸运星交互特效_黄色		身体中心点			小皮交互特效	1	
365	hj_npc_幸运星交互特效_蓝色		身体中心点	hj_npc_幸运星交互特效_蓝色		身体中心点	hj_npc_幸运星交互特效_蓝色		身体中心点	hj_npc_幸运星交互特效_蓝色		身体中心点	hj_npc_幸运星交互特效_蓝色		身体中心点			小闹交互特效	1	
366	hj_npc_幸运星交互特效_绿色		身体中心点	hj_npc_幸运星交互特效_绿色		身体中心点	hj_npc_幸运星交互特效_绿色		身体中心点	hj_npc_幸运星交互特效_绿色		身体中心点	hj_npc_幸运星交互特效_绿色		身体中心点			小呆交互特效	1	
367	hj_npc_幸运星交互特效_绿色		身体中心点	hj_npc_幸运星交互特效_绿色		身体中心点	hj_npc_幸运星交互特效_绿色		身体中心点	hj_npc_幸运星交互特效_绿色		身体中心点	hj_npc_幸运星交互特效_绿色		身体中心点			绣球特效	1	
368	buff_boss逸_阴阳无咎_环2		身体中心点	buff_boss逸_阴阳无咎_环2		身体中心点	buff_boss逸_阴阳无咎_环2		身体中心点	buff_boss逸_阴阳无咎_环2		身体中心点	buff_boss逸_阴阳无咎_环2		身体中心点			阴阳环伤害特效	1	
369	hj_boss九尾灵狐_同舟共济爆炸		脚下光圈点	hj_boss九尾灵狐_同舟共济爆炸		脚下光圈点	hj_boss九尾灵狐_同舟共济爆炸		脚下光圈点	hj_boss九尾灵狐_同舟共济爆炸		脚下光圈点	hj_boss九尾灵狐_同舟共济爆炸		脚下光圈点			神罚伤害特效	1	
370	cw_特技赤熊2022_撼岳		脚下光圈点	cw_特技赤熊2022_撼岳		脚下光圈点	cw_特技赤熊2022_撼岳		脚下光圈点	cw_特技赤熊2022_撼岳		脚下光圈点	cw_特技赤熊2022_撼岳		脚下光圈点			妖兽1-1	1	
371	cw_特技朱雀2022_涅槃瞬发		脚下光圈点	cw_特技朱雀2022_涅槃瞬发		脚下光圈点	cw_特技朱雀2022_涅槃瞬发		脚下光圈点	cw_特技朱雀2022_涅槃瞬发		脚下光圈点	cw_特技朱雀2022_涅槃瞬发		脚下光圈点			神兽4特效	1	
372	cw_特技幻蝶2022_萦舞_施法		脚下光圈点	cw_特技幻蝶2022_萦舞_施法		脚下光圈点	cw_特技幻蝶2022_萦舞_施法		脚下光圈点	cw_特技幻蝶2022_萦舞_施法		脚下光圈点	cw_特技幻蝶2022_萦舞_施法		脚下光圈点			异兽2特效	1	
373	cw_特技九尾2022_千幻_受击		身体中心点	cw_特技九尾2022_千幻_受击		身体中心点	cw_特技九尾2022_千幻_受击		身体中心点	cw_特技九尾2022_千幻_受击		身体中心点	cw_特技九尾2022_千幻_受击		身体中心点			神兽5普攻	1	
374	cw_特技青龙2022_逆鳞		脚下光圈点	cw_特技青龙2022_逆鳞		脚下光圈点	cw_特技青龙2022_逆鳞		脚下光圈点	cw_特技青龙2022_逆鳞		脚下光圈点	cw_特技青龙2022_逆鳞		脚下光圈点			神兽1特效	1	
375	cw_通用变身20220401_放_A		脚下光圈点	cw_通用变身20220401_放_A		脚下光圈点	cw_通用变身20220401_放_A		脚下光圈点	cw_通用变身20220401_放_A		脚下光圈点	cw_通用变身20220401_放_A		脚下光圈点			兽魂爆发开始特效	1	
376	cw_通用变身20220401_收_A		脚下光圈点	cw_通用变身20220401_收_A		脚下光圈点	cw_通用变身20220401_收_A		脚下光圈点	cw_通用变身20220401_收_A		脚下光圈点	cw_通用变身20220401_收_A		脚下光圈点			兽魂爆发消失特效	1	
377	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点			少林2罗汉X7(加血)	1	
378	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点			武当2凭虚X5(加气上限)	1	
379	HJ_npc峨眉莲花17_回血		身体受击点	HJ_npc峨眉莲花17_回血		身体受击点	HJ_npc峨眉莲花17_回血		身体受击点	HJ_npc峨眉莲花17_回血		身体受击点	HJ_npc峨眉莲花17_回血		身体受击点			峨嵋boss莲花回血	1	
380	HJ_boss_峨嵋_技能1_爆炸		脚下光圈点	HJ_boss_峨嵋_技能1_爆炸		脚下光圈点	HJ_boss_峨嵋_技能1_爆炸		脚下光圈点	HJ_boss_峨嵋_技能1_爆炸		脚下光圈点	HJ_boss_峨嵋_技能1_爆炸		脚下光圈点			峨嵋技能1伤害	1	
381	HJ_boss_武当_阴阳两仪_发招		身体中心点	HJ_boss_武当_阴阳两仪_发招		身体中心点	HJ_boss_武当_阴阳两仪_发招		身体中心点	HJ_boss_武当_阴阳两仪_发招		身体中心点	HJ_boss_武当_阴阳两仪_发招		身体中心点			阴阳两仪伤害特效	1	
382	少林_2		脚下光圈点	少林_2		脚下光圈点	少林_2		脚下光圈点	少林_2		脚下光圈点	少林_2		脚下光圈点			曼陀山庄师门动作	1	
383	hj_曼陀山庄_列子御风buff		脚下光圈点	hj_曼陀山庄_列子御风buff		脚下光圈点	hj_曼陀山庄_列子御风buff		脚下光圈点	hj_曼陀山庄_列子御风buff		脚下光圈点	hj_曼陀山庄_列子御风buff		脚下光圈点			列子御风	1	
384	m01_愿君无恙三秋暖_送花特效		脚下光圈点	m01_愿君无恙三秋暖_送花特效		脚下光圈点	m01_愿君无恙三秋暖_送花特效		脚下光圈点	m01_愿君无恙三秋暖_送花特效		脚下光圈点	m01_愿君无恙三秋暖_送花特效		脚下光圈点			七夕特效	1	
385	HJ_npc_许愿泉_切换特效		脚下光圈点	HJ_npc_许愿泉_切换特效		脚下光圈点	HJ_npc_许愿泉_切换特效		脚下光圈点	HJ_npc_许愿泉_切换特效		脚下光圈点	HJ_npc_许愿泉_切换特效		脚下光圈点			许愿泉切换特效	1	
386	hj_曼陀山庄_受击特效		身体受击点	hj_曼陀山庄_受击特效		身体受击点	hj_曼陀山庄_受击特效		身体受击点	hj_曼陀山庄_受击特效		身体受击点	hj_曼陀山庄_受击特效		身体受击点			曼陀山庄内功	1	
387	hj_曼陀山庄_玄攻击受击特效		身体受击点	hj_曼陀山庄_玄攻击受击特效		身体受击点	hj_曼陀山庄_玄攻击受击特效		身体受击点	hj_曼陀山庄_玄攻击受击特效		身体受击点	hj_曼陀山庄_玄攻击受击特效		身体受击点			曼陀山庄玄攻	1	
388	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点	g01_em_cihangpudu		身体受击点			拾花·落红有情	1	
389	hj_曼陀山庄_玄攻击暴击受击特效		身体受击点	hj_曼陀山庄_玄攻击暴击受击特效		身体受击点	hj_曼陀山庄_玄攻击暴击受击特效		身体受击点	hj_曼陀山庄_玄攻击暴击受击特效		身体受击点	hj_曼陀山庄_玄攻击暴击受击特效		身体受击点			葬花·暮春吟	1	
390	hj_曼陀山庄_大回复能量点特效		脚下光圈点	hj_曼陀山庄_大回复能量点特效		脚下光圈点	hj_曼陀山庄_大回复能量点特效		脚下光圈点	hj_曼陀山庄_大回复能量点特效		脚下光圈点	hj_曼陀山庄_大回复能量点特效		脚下光圈点			并蒂生	1	
392	all_jiaxie	magic_restore.wav	身体受击点	all_jiaxie	magic_restore.wav	身体受击点	all_jiaxie	magic_restore.wav	身体受击点	all_jiaxie	magic_restore.wav	身体受击点	all_jiaxie	magic_restore.wav	身体受击点			乱红深处（加血）	1	
393	hj_曼陀山庄_小回复能量点特效		脚下光圈点	hj_曼陀山庄_小回复能量点特效		脚下光圈点	hj_曼陀山庄_小回复能量点特效		脚下光圈点	hj_曼陀山庄_小回复能量点特效		脚下光圈点	hj_曼陀山庄_小回复能量点特效		脚下光圈点			凉风有信（回1能量点）	1	
394	cj_2022仙子出现特效_ljy		脚下光圈点	cj_2022仙子出现特效_ljy		脚下光圈点	cj_2022仙子出现特效_ljy		脚下光圈点	cj_2022仙子出现特效_ljy		脚下光圈点	cj_2022仙子出现特效_ljy		脚下光圈点			花仙降临特效	1	
395	buff_饮酒赋诗成功_低		脚下光圈点	buff_饮酒赋诗成功_低		脚下光圈点	buff_饮酒赋诗成功_低		脚下光圈点	buff_饮酒赋诗成功_低		脚下光圈点	buff_饮酒赋诗成功_低		脚下光圈点			喝酒低特效	1	
396	buff_饮酒赋诗成功_中		脚下光圈点	buff_饮酒赋诗成功_中		脚下光圈点	buff_饮酒赋诗成功_中		脚下光圈点	buff_饮酒赋诗成功_中		脚下光圈点	buff_饮酒赋诗成功_中		脚下光圈点			喝酒中特效	1	
397	buff_饮酒赋诗成功_高		脚下光圈点	buff_饮酒赋诗成功_高		脚下光圈点	buff_饮酒赋诗成功_高		脚下光圈点	buff_饮酒赋诗成功_高		脚下光圈点	buff_饮酒赋诗成功_高		脚下光圈点			喝酒高特效	1	
398	主角_双人pk_寒星点露A		脚下光圈点	主角_双人pk_寒星点露A		脚下光圈点	主角_双人pk_寒星点露A		脚下光圈点	主角_双人pk_寒星点露A		脚下光圈点	主角_双人pk_寒星点露A		脚下光圈点			寒星点露	1	
399	主角_双人pk_烈日灼灼A		脚下光圈点	主角_双人pk_烈日灼灼A		脚下光圈点	主角_双人pk_烈日灼灼A		脚下光圈点	主角_双人pk_烈日灼灼A		脚下光圈点	主角_双人pk_烈日灼灼A		脚下光圈点			烈日灼灼	1	
400	主角_双人pk_月出云海A		脚下光圈点	主角_双人pk_月出云海A		脚下光圈点	主角_双人pk_月出云海A		脚下光圈点	主角_双人pk_月出云海A		脚下光圈点	主角_双人pk_月出云海A		脚下光圈点			月出云海	1	
401	npc_双人PK_被赋予BUFF_减益		脚下光圈点	npc_双人PK_被赋予BUFF_减益		脚下光圈点	npc_双人PK_被赋予BUFF_减益		脚下光圈点	npc_双人PK_被赋予BUFF_减益		脚下光圈点	npc_双人PK_被赋予BUFF_减益		脚下光圈点				1	
402	npc_双人PK_被赋予BUFF_正向		脚下光圈点	npc_双人PK_被赋予BUFF_正向		脚下光圈点	npc_双人PK_被赋予BUFF_正向		脚下光圈点	npc_双人PK_被赋予BUFF_正向		脚下光圈点	npc_双人PK_被赋予BUFF_正向		脚下光圈点				1	
403	npc_双人PK_负		脚下光圈点	npc_双人PK_负		脚下光圈点	npc_双人PK_负		脚下光圈点	npc_双人PK_负		脚下光圈点	npc_双人PK_负		脚下光圈点				1	
404	npc_双人PK_平		脚下光圈点	npc_双人PK_平		脚下光圈点	npc_双人PK_平		脚下光圈点	npc_双人PK_平		脚下光圈点	npc_双人PK_平		脚下光圈点				1	
405	npc_双人PK_胜		脚下光圈点	npc_双人PK_胜		脚下光圈点	npc_双人PK_胜		脚下光圈点	npc_双人PK_胜		脚下光圈点	npc_双人PK_胜		脚下光圈点				1	
406	npc_预热活动_彩带特效		脚下光圈点	npc_预热活动_彩带特效		脚下光圈点	npc_预热活动_彩带特效		脚下光圈点	npc_预热活动_彩带特效		脚下光圈点	npc_预热活动_彩带特效		脚下光圈点			花车特效	1	
407	buff_休闲玩法_判定特效		脚下光圈点	buff_休闲玩法_判定特效		脚下光圈点	buff_休闲玩法_判定特效		脚下光圈点	buff_休闲玩法_判定特效		脚下光圈点	buff_休闲玩法_判定特效		脚下光圈点			双人成行判定特效	1	
408	g01_dl_yanxiaoyuesan		身体受击点	g01_dl_yanxiaoyuesan		身体受击点	g01_dl_yanxiaoyuesan		身体受击点	g01_dl_yanxiaoyuesan		身体受击点	g01_dl_yanxiaoyuesan		身体受击点			天龙3龙威X6减血	1	
409	boss_神兵_谭婆解毒特效		脚下光圈点	boss_神兵_谭婆解毒特效		脚下光圈点	boss_神兵_谭婆解毒特效		脚下光圈点	boss_神兵_谭婆解毒特效		脚下光圈点	boss_神兵_谭婆解毒特效		脚下光圈点				1	
410	SB_诛妄剑_受击		身体受击点	SB_诛妄剑_受击		身体受击点	SB_诛妄剑_受击		身体受击点	SB_诛妄剑_受击		身体受击点	SB_诛妄剑_受击		身体受击点			诛妄剑	1	
