INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
385	殊曲尤续	49	10	0	4	760	5	40	20	70	40	110	60	180	80	290	100	-1	-1	10	2	763	-1	-1	曼陀山庄晚籁X6
386	曲断愁肠	49	10	0	4	771	5	40	80	70	160	110	240	180	320	290	400	-1	-1	10	2	767	-1	-1	曼陀山庄晚籁X7
387	绝调镇魂	41	10	0	5	763	5	80	40	120	80	200	120	320	160	520	200	385	5	-1	-1	-1	-1	-1	曼陀山庄晚籁X8
388	冷露无声	4	10	0	5	769	5	80	100	120	200	200	300	320	400	520	500	-1	-1	15	-1	-1	-1	-1	曼陀山庄晚籁X9
389	悲音不共	120	10	0	5	780	5	80	550	120	600	200	650	320	700	520	750	-1	-1	15	-1	-1	-1	-1	曼陀山庄晚籁X10
390	韶光照野	-1	10	1	1	-1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	曼陀山庄韶光照野被动
391	余音·神威	39	10	1	2	760	5	10	200	20	400	30	600	50	800	80	1000	-1	-1	-1	-1	2	-1	-1	曼陀山庄昭明Y1
392	北风愁杀	33	10	1	2	761	5	10	30	20	60	30	90	50	120	80	150	-1	-1	-1	-1	-1	-1	-1	曼陀山庄昭明Y2
393	阳春唱遍	1	10	1	3	768	5	20	80	30	160	50	240	80	320	130	400	391	5	-1	-1	5	-1	-1	曼陀山庄昭明Y3
394	瘦尽灯花	21	10	1	3	771	5	20	20	30	40	50	60	80	80	130	100	391	5	-1	-1	-1	-1	-1	曼陀山庄昭明Y4
395	春景有限	121	10	1	3	784	5	20	10	30	20	50	30	80	40	130	50	392	5	-1	-1	-1	-1	-1	曼陀山庄昭明Y5
396	莫负今朝	9	10	1	4	763	5	40	50	70	100	110	150	180	200	290	250	-1	-1	10	999	768	-1	-1	曼陀山庄昭明Y6
397	风鼓琼林	122	10	1	4	779	5	40	200	70	400	110	600	180	800	290	1000	-1	-1	10	-1	-1	-1	-1	曼陀山庄昭明Y7
398	心付瑶琴	4	10	1	5	785	5	80	50	120	100	200	150	320	200	520	250	396	5	-1	-1	-1	-1	-1	曼陀山庄昭明Y8
399	急竹繁丝	123	10	1	5	764	5	80	30	120	60	200	90	320	120	520	150	-1	-1	15	-1	44891	-1	-1	曼陀山庄昭明Y9
400	尽奏清商	34	10	1	5	786	5	80	-800	120	-1600	200	-2400	320	-3200	520	-4000	-1	-1	15	-1	-1	-1	-1	曼陀山庄昭明Y10
401	余音·滞脉	88	10	0	6	760	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	曼陀山庄2晚籁X1
402	余音·攻心	90	10	0	6	760	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	曼陀山庄2晚籁X2
403	尘曲休	3	10	0	7	763	5	24	30	36	60	60	90	96	120	156	150	401	5	-1	-1	44912	-1	-1	曼陀山庄2晚籁X3
404	曲震林樾	124	10	0	7	763	5	24	20	36	40	60	60	96	80	156	100	-1	-1	25	-1	-1	-1	-1	曼陀山庄2晚籁X4
405	五音迷障	21	10	0	7	775	5	24	20	36	40	60	60	96	80	156	100	402	5	-1	-1	-1	-1	-1	曼陀山庄2晚籁X5
406	孤声留客	3	10	0	8	760	5	50	10	90	20	140	30	230	40	372	50	-1	-1	30	-1	44913	-1	-1	曼陀山庄2晚籁X6
407	弦送寒音	49	10	0	8	775	5	50	60	90	120	140	180	230	240	372	300	405	5	-1	2	763	-1	-1	曼陀山庄2晚籁X7
408	唯我自在	93	10	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	曼陀山庄2晚籁X8
409	凝光照雪	93	10	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	曼陀山庄2晚籁X9
410	气定神闲	93	10	0	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	曼陀山庄2晚籁X10
411	余音·滞脉	88	10	1	6	760	5	12	40	24	80	36	120	60	160	96	200	-1	-1	20	-1	-1	-1	-1	曼陀山庄2昭明Y1
412	固若金汤	94	10	1	6	-1	5	12	10	24	20	36	30	60	40	96	50	-1	-1	20	-1	-1	-1	-1	曼陀山庄2昭明Y2
413	春寒寂	96	10	1	7	763	5	24	120	36	240	60	360	96	480	156	600	411	5	-1	-1	44914	-1	-1	曼陀山庄2昭明Y3
414	长歌当哭	97	10	1	7	763	5	24	70	36	140	60	210	96	280	156	350	-1	-1	25	-1	-1	-1	-1	曼陀山庄2昭明Y4
415	振衣天风	125	10	1	7	766	5	24	100	36	200	60	300	96	400	156	500	412	5	-1	-1	-1	-1	-1	曼陀山庄2昭明Y5
416	流云不转	3	10	1	8	760	5	50	40	90	80	140	120	230	160	372	200	-1	-1	30	-1	44915	-1	-1	曼陀山庄2昭明Y6
417	入阵曲	126	10	1	8	763	5	50	100	90	200	140	300	230	400	372	500	-1	-1	30	-1	-1	-1	-1	曼陀山庄2昭明Y7
418	唯我自在	93	10	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3596	曼陀山庄2昭明Y8
419	凝光照雪	93	10	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3597	曼陀山庄2昭明Y9
420	气定神闲	93	10	1	9	-1	5	96	0	144	0	240	0	384	0	624	0	-1	-1	35	-1	-1	-1	3598	曼陀山庄2昭明Y10
421	大道佛光	127	0	0	10	-1	5	15	1	30	2	45	3	75	4	120	5	-1	-1	40	-1	-1	-1	-1	少林3罗汉X1
422	破孽化痂	128	0	0	10	281	5	15	3	30	6	45	9	75	12	120	15	-1	-1	40	-1	-1	-1	-1	少林3罗汉X2
423	四相化无	129	0	0	11	291	5	30	30	45	60	75	90	120	120	195	150	-1	-1	45	-1	-1	-1	-1	少林3罗汉X3
424	佛手莲花	105	0	0	11	-1	5	30	20	45	40	75	60	120	80	195	100	-1	-1	45	-1	285	-1	-1	少林3罗汉X4
425	问道禅宗	142	0	0	11	-1	5	30	15	45	30	75	45	120	60	195	75	-1	-1	45	-1	43	-1	-1	少林3罗汉X5
426	金刚断臂	131	0	0	12	297	5	60	40	105	80	165	120	270	160	435	200	-1	-1	50	-1	-1	-1	-1	少林3罗汉X6
427	入定罗汉	34	0	0	12	282	5	60	600	105	1200	165	1800	270	2400	435	3000	-1	-1	50	-1	-1	-1	-1	少林3罗汉X7
428	地狱无魔	133	0	0	13	-1	5	120	150	180	300	300	450	480	600	780	750	426	5	-1	-1	-1	-1	-1	少林3罗汉X8
429	一念起	134	0	0	13	300	5	120	-20	180	-40	300	-60	480	-80	780	-100	-1	-1	55	-1	40	40	-1	少林3罗汉X9
430	乾坤有私	135	0	0	13	306	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	55	-1	-1	-1	-1	少林3罗汉X10
431	十地大乘	136	0	1	10	-1	5	15	-10	30	-20	45	-30	75	-40	120	-50	-1	-1	40	-1	-1	-1	-1	少林3金刚Y1
432	去来自在	137	0	1	10	-1	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	少林3金刚Y2
433	愚者行慧	95	0	1	11	282	5	30	45890	45	45891	75	45892	120	45893	195	45894	-1	-1	45	-1	1000	-1	-1	少林3金刚Y3
434	金刚喻定	29	0	1	11	288	5	30	45895	45	45896	75	45897	120	45898	195	45899	-1	-1	45	-1	3828	-1	-1	少林3金刚Y4
435	参求有悟	138	0	1	11	293	5	30	2	45	4	75	6	120	8	195	10	-1	-1	45	-1	-1	-1	-1	少林3金刚Y5
436	无量劫	139	0	1	12	282	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	-1	-1	-1	-1	少林3金刚Y6
437	慈心渡化	22	0	1	12	-1	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	-1	282	2	-1	少林3金刚Y7
438	众生皆苦	134	0	1	13	300	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-20	-20	-1	少林3金刚Y8
439	心生六道	82	0	1	13	289	5	120	45900	180	45901	300	45902	480	45903	780	45904	-1	-1	55	-1	-1	-1	-1	少林3金刚Y9
440	我佛慈悲	140	0	1	13	-1	5	120	45910	180	45911	300	45912	480	45913	780	45914	-1	-1	55	-1	-1	-1	-1	少林3金刚Y10
441	生死同途	141	1	0	10	3293	5	15	6	30	12	45	18	75	24	120	30	-1	-1	40	-1	8	8	-1	明教3天罗X1
442	气势如虹	143	1	0	10	3293	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	明教3天罗X2
443	战火灼野	41	1	0	11	312	5	30	30	45	60	75	90	120	120	195	150	-1	-1	45	-1	-1	-1	-1	明教3天罗X3
444	穹风追焰	21	1	0	11	325	5	30	100	45	200	75	300	120	400	195	500	-1	-1	45	-1	-1	-1	-1	明教3天罗X4
445	刀意横秋	144	1	0	11	319	5	30	120	45	240	75	360	120	480	195	600	442	5	-1	-1	-1	-1	-1	明教3天罗X5
446	目如庭燎	62	1	0	12	326	5	60	200	105	400	165	600	270	800	435	1000	-1	-1	50	-1	34	-1	-1	明教3天罗X6
447	烈火焚心	145	1	0	12	331	5	60	40	105	80	165	120	270	160	435	200	-1	-1	50	-1	-6	-6	-1	明教3天罗X7
448	兵锋所向	82	1	0	13	335	5	120	45920	180	45921	300	45922	480	45923	780	45924	-1	-1	55	-1	-1	-1	-1	明教3天罗X8
449	阳焰长燃	34	1	0	13	331	5	120	10000	180	20000	300	30000	480	40000	780	50000	-1	-1	55	-1	-1	-1	-1	明教3天罗X9
450	炽刃破甲	146	1	0	13	335	5	120	1	180	2	300	3	480	4	780	5	447	5	-1	-1	-1	-1	-1	明教3天罗X10
451	东山再起	147	1	1	10	-1	5	15	4	30	8	45	12	75	16	120	20	-1	-1	40	-1	-1	-1	-1	明教3血戾Y1
452	龙啸惊天	41	1	1	10	313	5	15	60	30	120	45	180	75	240	120	300	-1	-1	40	-1	-1	-1	-1	明教3血戾Y2
453	水龙缚	148	1	1	11	321	5	30	45925	45	45926	75	45927	120	45928	195	45929	451	5	-1	-1	-1	-1	-1	明教3血戾Y3
454	涸泽而衰	149	1	1	11	319	5	30	2	45	4	75	6	120	8	195	10	-1	-1	45	-1	-1	-1	-1	明教3血戾Y4
455	烬灭八方	6	1	1	11	327	5	30	1	45	2	75	3	120	4	195	5	452	5	-1	-1	-1	-1	-1	明教3血戾Y5
456	煌煌焰明	18	1	1	12	326	5	60	1	105	2	165	3	270	5	435	8	-1	-1	50	-1	35	-1	-1	明教3血戾Y6
457	业火重燃	2	1	1	12	334	5	60	5000	105	10000	165	15000	270	20000	435	25000	-1	-1	50	-1	-1	-1	-1	明教3血戾Y7
458	斩破乾坤	150	1	1	13	335	5	120	40	180	80	300	120	480	160	780	200	456	5	-1	-1	-1	-1	-1	明教3血戾Y8
459	猛火破阵	151	1	1	13	330	5	120	3	180	6	300	9	480	12	780	15	-1	-1	55	-1	-1	-1	-1	明教3血戾Y9
460	流荧难缚	152	1	1	13	335	5	120	100	180	200	300	300	480	400	780	500	457	5	-1	-1	130	43	-1	明教3血戾Y10
461	连山绝命	153	2	0	10	-1	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	丐帮3酒狂X1
462	苍龙醉意	154	2	0	10	347	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	丐帮3酒狂X2
463	风斩楼兰	33	2	0	11	343	5	30	80	45	160	75	240	120	320	195	400	461	5	-1	-1	-1	-1	-1	丐帮3酒狂X3
464	浊酒止戈	155	2	0	11	364	5	30	200	45	400	75	600	120	800	195	1000	-1	-1	45	-1	-1	-1	-1	丐帮3酒狂X4
465	骤雨裁光	2	2	0	11	364	5	30	8000	45	16000	75	24000	120	32000	195	40000	-1	-1	45	-1	-1	-1	-1	丐帮3酒狂X5
466	暮景将尽	2	2	0	12	344	5	60	3000	105	6000	165	9000	270	12000	435	15000	-1	-1	50	-1	-1	-1	-1	丐帮3酒狂X6
467	纵酒伏龙	156	2	0	12	347	5	60	40	105	80	165	120	270	160	435	200	-1	-1	50	45930	40	80	-1	丐帮3酒狂X7
468	寒山三叠	157	2	0	13	357	5	120	100	180	200	300	300	480	400	780	500	-1	-1	55	-1	-1	-1	-1	丐帮3酒狂X8
469	凛冰入喉	158	2	0	13	357	5	120	70	180	140	300	210	480	280	780	350	-1	-1	55	-1	-1	-1	-1	丐帮3酒狂X9
470	霜龙饮雪	159	2	0	13	347	5	120	80	180	160	300	240	480	320	780	400	-1	-1	55	-1	-1	-1	-1	丐帮3酒狂X10
471	万劫飞影	160	2	1	10	-1	5	15	45931	30	45932	45	45933	75	45934	120	45935	-1	-1	40	-1	348	-1	-1	丐帮3行侠Y1
472	万星敛月	116	2	1	10	361	5	15	500	30	1000	45	1500	75	2000	120	2500	-1	-1	40	-1	365	-1	-1	丐帮3行侠Y2
473	羽幻光阴	161	2	1	11	-1	5	30	200	45	400	75	600	120	800	195	1000	471	5	-1	-1	364	2000	-1	丐帮3行侠Y3
474	目眇音销	2	2	1	11	348	5	30	5000	45	10000	75	15000	120	20000	195	25000	-1	-1	45	-1	-1	-1	-1	丐帮3行侠Y4
475	乾坤刹那	2	2	1	11	365	5	30	3000	45	6000	75	9000	120	12000	195	15000	472	5	-1	-1	-1	-1	-1	丐帮3行侠Y5
476	狂风逐雨	110	2	1	12	342	5	60	30	105	60	165	90	270	120	435	150	-1	-1	50	999	342	60	-1	丐帮3行侠Y6
477	西风迟啸	34	2	1	12	365	5	60	500	105	1000	165	1500	270	2000	435	3000	-1	-1	50	-1	-1	-1	-1	丐帮3行侠Y7
478	江海停舟	162	2	1	13	342	5	120	45936	180	45937	300	45938	480	45939	780	45940	476	5	-1	-1	1	-1	-1	丐帮3行侠Y8
479	千树凋零	163	2	1	13	365	5	120	10	180	20	300	30	480	40	780	50	-1	-1	55	-1	-1	-1	-1	丐帮3行侠Y9
480	掠影扶光	164	2	1	13	365	5	120	30	180	60	300	90	480	120	780	150	477	5	-1	-1	-1	-1	-1	丐帮3行侠Y10
481	剑气纵横	165	3	0	10	382	5	15	8	30	16	45	24	75	32	120	40	-1	-1	40	-1	-1	-1	-1	武当3凭虚X1
482	归去来兮	166	3	0	10	383	5	15	45941	30	45942	45	45943	75	45944	120	45945	-1	-1	40	-1	-1	-1	-1	武当3凭虚X2
483	道化生元	167	3	0	11	392	5	30	150	45	300	75	450	120	600	195	750	481	5	-1	-1	-1	-1	-1	武当3凭虚X3
484	风骤剑鸣	53	3	0	11	377	5	30	100	45	200	75	300	120	400	195	500	-1	-1	45	-1	-1	-1	-1	武当3凭虚X4
485	固本归元	82	3	0	11	394	5	30	45946	45	45947	75	45948	120	45949	195	45950	482	5	-1	-1	-1	-1	-1	武当3凭虚X5
486	势如破竹	168	3	0	12	381	5	60	50	105	100	165	150	270	200	435	250	-1	-1	50	-1	-1	-1	-1	武当3凭虚X6
487	玉束凌寒	21	3	0	12	385	5	60	20	105	40	165	60	270	80	435	100	-1	-1	50	-1	-1	-1	-1	武当3凭虚X7
488	断空斩月	105	3	0	13	-1	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	391	-1	-1	武当3凭虚X8
489	寸寸琢	169	3	0	13	378	5	120	45951	180	45952	300	45953	480	45954	780	45955	-1	-1	55	-1	-1	-1	-1	武当3凭虚X9
490	剑意流转	170	3	0	13	377	5	120	40	180	80	300	120	480	160	780	200	-1	-1	55	-1	45956	-1	-1	武当3凭虚X10
491	风骤剑鸣	53	3	1	10	377	5	15	100	30	200	45	300	75	400	120	500	-1	-1	40	-1	-1	-1	-1	武当3摘星Y1
492	明心见道	62	3	1	10	386	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	40	-1	35	-1	-1	武当3摘星Y2
493	石破天惊	33	3	1	11	377	5	30	70	45	140	75	210	120	280	195	350	491	5	-1	-1	-1	-1	-1	武当3摘星Y3
494	寒缠破	19	3	1	11	374	5	30	10	45	20	75	30	120	40	195	50	-1	-1	45	-1	-1	-1	-1	武当3摘星Y4
495	锋芒毕露	19	3	1	11	395	5	30	10	45	20	75	30	120	40	195	50	492	5	-1	-1	-1	-1	-1	武当3摘星Y5
496	霜刃碎空	171	3	1	12	381	5	60	46006	105	46007	165	46008	270	46009	435	46010	-1	-1	50	-1	-1	-1	-1	武当3摘星Y6
497	剑破苍穹	1	3	1	12	395	5	60	4000	105	8000	165	12000	270	16000	435	20000	-1	-1	50	-1	2	-1	-1	武当3摘星Y7
498	禁动方位	34	3	1	13	391	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	55	-1	-1	-1	-1	武当3摘星Y8
499	鹤啼长空	172	3	1	13	387	5	120	40	180	80	300	120	480	160	780	200	-1	-1	55	-1	-1	-1	-1	武当3摘星Y9
500	寂然万载	34	3	1	13	395	5	120	100	180	200	300	300	480	400	780	500	497	5	-1	-1	-1	-1	-1	武当3摘星Y10
501	日月同辉	173	4	0	10	409	5	15	6	30	12	45	18	75	24	120	30	-1	-1	40	-1	-1	-1	-1	峨嵋3沁芳X1
502	惊鹊献芳	174	4	0	10	409	5	15	45957	30	45958	45	45959	75	45960	120	45961	-1	-1	40	-1	-1	-1	-1	峨嵋3沁芳X2
503	且消残霜	53	4	0	11	408	5	30	100	45	200	75	300	120	400	195	500	-1	-1	45	-1	-1	-1	-1	峨嵋3沁芳X3
504	三千情思	175	4	0	11	408	5	30	20	45	40	75	60	120	80	195	100	-1	-1	45	-1	-1	-1	-1	峨嵋3沁芳X4
505	天地一隅	176	4	0	11	413	5	30	20	45	40	75	60	120	80	195	100	-1	-1	45	-1	409	-1	-1	峨嵋3沁芳X5
506	梵音渡世	170	4	0	12	424	5	60	10	105	20	165	30	270	40	435	50	-1	-1	50	-1	45962	-1	-1	峨嵋3沁芳X6
507	暗香透	177	4	0	12	411	5	60	100	105	200	165	300	270	400	435	500	98	5	50	-1	-1	-1	-1	峨嵋3沁芳X7
508	两袖清风	132	4	0	13	424	5	120	20	180	40	300	60	480	80	780	100	506	5	-1	-1	45963	-1	-1	峨嵋3沁芳X8
509	青灯照壁	29	4	0	13	406	5	120	45964	180	45965	300	45966	480	45967	780	45968	99	5	55	-1	3829	-1	-1	峨嵋3沁芳X9
510	秋花春解	178	4	0	13	426	5	120	80	180	160	300	240	480	320	780	400	-1	-1	55	-1	46021	-1	-1	峨嵋3沁芳X10
511	三更雪	81	4	1	10	416	5	15	20	30	40	45	60	75	80	120	100	-1	-1	40	-1	-1	-1	-1	峨嵋3清音Y1
512	断骨连筋	179	4	1	10	404	5	15	200	30	400	45	600	75	800	120	1000	-1	-1	40	-1	-1	-1	-1	峨嵋3清音Y2
513	葬花辞岁	2	4	1	11	415	5	30	1000	45	2000	75	3000	120	4000	195	5000	-1	-1	45	-1	-1	-1	-1	峨嵋3清音Y3
514	妄见普贤	2	4	1	11	405	5	30	2000	45	4000	75	6000	120	8000	195	10000	-1	-1	45	-1	-1	-1	-1	峨嵋3清音Y4
515	两情昭	2	4	1	11	417	5	30	4000	45	8000	75	12000	120	16000	195	20000	-1	-1	45	-1	-1	-1	-1	峨嵋3清音Y5
516	月盈西楼	19	4	1	12	403	5	60	10	105	20	165	30	270	40	435	50	-1	-1	50	-1	-1	-1	-1	峨嵋3清音Y6
517	云开见日	53	4	1	12	403	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	-1	-1	-1	-1	峨嵋3清音Y7
518	情债追	98	4	1	13	403	5	120	200	180	400	300	600	480	800	780	1000	516	5	-1	-1	45969	-1	-1	峨嵋3清音Y8
519	倚风落月 	9	4	1	13	426	5	120	200	180	400	300	600	480	800	780	1000	-1	-1	55	999	426	-1	-1	峨嵋3清音Y9
520	江河入盏	3	4	1	13	424	5	120	30	180	60	300	90	480	120	780	150	-1	-1	55	-1	45995	-1	-1	峨嵋3清音Y10
521	天星凝辉	180	5	0	10	3296	5	15	1	30	2	45	3	75	4	120	5	-1	-1	40	-1	-1	-1	-1	星宿3寒冥X1
522	冥星掩日	181	5	0	10	3296	5	15	1	30	2	45	3	75	4	120	5	-1	-1	40	-1	-1	-1	-1	星宿3寒冥X2
523	天残手	182	5	0	11	445	5	30	1500	45	3000	75	4500	120	6000	195	7500	521	5	-1	-1	-1	-1	-1	星宿3寒冥X3
524	毒入肺腑	21	5	0	11	441	5	30	30	45	60	75	90	120	120	195	150	-1	-1	45	-1	-1	-1	-1	星宿3寒冥X4
525	形魂俱灭	33	5	0	11	432	5	30	80	45	160	75	240	120	320	195	400	522	5	-1	-1	-1	-1	-1	星宿3寒冥X5
526	反掌易势	2	5	0	12	451	5	60	20000	105	40000	165	60000	270	80000	435	100000	-1	-1	50	-1	-1	-1	-1	星宿3寒冥X6
527	蚀骨锥心	40	5	0	12	451	5	60	20	105	40	165	60	270	80	435	100	-1	-1	50	-1	-1	-1	-1	星宿3寒冥X7
528	天地归一	183	5	0	13	450	5	120	40	180	80	300	120	480	160	780	200	-1	-1	55	-1	-1	-1	-1	星宿3寒冥X8
529	天星高照	184	5	0	13	3296	5	120	45970	180	45971	300	45972	480	45973	780	45974	-1	-1	55	-1	-1	-1	-1	星宿3寒冥X9
530	幽冥引渡	116	5	0	13	433	5	120	4000	180	8000	300	12000	480	16000	780	20000	-1	-1	55	-1	455	-1	-1	星宿3寒冥X10
531	手释百毒	9	5	1	10	431	5	15	34	30	38	45	42	75	46	120	50	-1	-1	40	9999	454	435	-1	星宿3九厄Y1
532	封经绝脉	185	5	1	10	454	5	15	100	30	200	45	300	75	400	120	500	-1	-1	40	-1	-1	-1	-1	星宿3九厄Y2
533	尾针破障	95	5	1	11	434	5	30	45975	45	45976	75	45977	120	45978	195	45979	531	5	-1	-1	100	-1	-1	星宿3九厄Y3
534	催命手	171	5	1	11	441	5	30	45980	45	45981	75	45982	120	45983	195	45984	-1	-1	45	-1	-1	-1	-1	星宿3九厄Y4
535	化朽解忧	9	5	1	11	451	5	30	100	45	200	75	300	120	400	195	500	532	5	-1	9999	454	-1	-1	星宿3九厄Y5
536	月沉永夜	186	5	1	12	455	5	60	45985	105	45986	165	45987	270	45988	435	45989	-1	-1	50	-1	-1	-1	-1	星宿3九厄Y6
537	一手遮天	187	5	1	12	431	5	60	6000	105	12000	165	18000	270	24000	435	30000	-1	-1	50	100	451	-1	-1	星宿3九厄Y7
538	命悬一笑	188	5	1	13	-1	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	454	-1	-1	星宿3九厄Y8
539	金仙无救	33	5	1	13	450	5	120	30	180	60	300	90	480	120	780	150	-1	-1	55	-1	-1	-1	-1	星宿3九厄Y9
540	神鬼同泣	19	5	1	13	450	5	120	12	180	24	300	36	480	48	780	60	-1	-1	55	-1	-1	-1	-1	星宿3九厄Y10
541	乾坤一指	189	6	0	10	463	5	15	50	30	100	45	150	75	200	120	250	-1	-1	40	-1	-1	-1	-1	天龙3龙威X1
542	腾龙一怒	82	6	0	10	462	5	15	45990	30	45991	45	45992	75	45993	120	45994	-1	-1	40	-1	-1	-1	-1	天龙3龙威X2
543	冲云破雾	171	6	0	11	471	5	30	46051	45	46052	75	46053	120	46054	195	46055	541	5	-1	-1	-1	-1	-1	天龙3龙威X3
544	封神绝脉	190	6	0	11	475	5	30	40	45	80	75	120	120	160	195	200	-1	-1	45	-1	-1	-1	-1	天龙3龙威X4
545	金乌常照	191	6	0	11	462	5	30	100	45	200	75	300	120	400	195	500	542	5	-1	-1	-1	-1	-1	天龙3龙威X5
546	沥血剑气	186	6	0	12	487	5	60	45996	105	45998	165	46000	270	46002	435	46004	-1	-1	50	-1	-1	-1	-1	天龙3龙威X6
547	断戟残鳞	186	6	0	12	481	5	60	46011	105	46012	165	46013	270	46014	435	46015	-1	-1	50	-1	-1	-1	-1	天龙3龙威X7
548	剑心透甲	95	6	0	13	488	5	120	46016	180	46017	300	46018	480	46019	780	46020	-1	-1	55	-1	100	-1	-1	天龙3龙威X8
549	摧阳断月	150	6	0	13	480	5	120	20	180	40	300	60	480	80	780	100	-1	-1	55	-1	-1	-1	-1	天龙3龙威X9
550	正念恒存	34	6	0	13	480	5	120	1000	180	2000	300	3000	480	4000	780	5000	-1	-1	55	-1	-1	-1	-1	天龙3龙威X10
551	刹念无常	192	6	1	10	461	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	天龙3菩天Y1
552	破釜沉舟	193	6	1	10	468	5	15	2	30	4	45	6	75	8	120	10	-1	-1	40	-1	-1	-1	-1	天龙3菩天Y2
553	四行相通	217	6	1	11	463	5	30	46023	45	46024	75	46025	120	46026	195	46027	551	5	-1	-1	-1	-1	-1	天龙3菩天Y3
554	残阳照血	185	6	1	11	487	5	30	300	45	600	75	900	120	1200	195	1500	-1	-1	45	-1	-1	-1	-1	天龙3菩天Y4
555	凋花蚀英	186	6	1	11	481	5	30	46028	45	46029	75	46030	120	46031	195	46032	552	5	-1	-1	-1	-1	-1	天龙3菩天Y5
556	剑影连袭	9	6	1	12	461	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	2	488	-1	-1	天龙3菩天Y6
557	连环妙手	9	6	1	12	461	5	60	100	105	200	165	300	270	400	435	500	-1	-1	50	2	465	-1	-1	天龙3菩天Y7
558	疾指穿心	188	6	1	13	-1	5	120	40	180	80	300	120	480	160	780	200	556	5	-1	-1	488	-1	-1	天龙3菩天Y8
559	临下之势	194	6	1	13	461	5	120	140	180	280	300	420	480	560	780	700	-1	-1	55	-1	-1	-1	-1	天龙3菩天Y9
560	泰山压顶	195	6	1	13	461	5	120	10	180	20	300	30	480	40	780	50	-1	-1	55	-1	-1	-1	-1	天龙3菩天Y10
561	寒光映月	196	7	0	10	491	5	15	20	30	40	45	60	75	80	120	100	-1	-1	40	-1	-1	-1	-1	天山3霜凝X1
562	岁暮天寒	197	7	0	10	-1	5	15	400	30	800	45	1200	75	1600	120	2000	-1	-1	40	-1	113	-1	-1	天山3霜凝X3
563	朔风凛雪	33	7	0	11	493	5	30	60	45	120	75	180	120	240	195	300	-1	-1	45	-1	-1	-1	-1	天山3霜凝X3
564	寻梅逐影	62	7	0	11	506	5	30	200	45	400	75	600	120	800	195	1000	-1	-1	45	-1	34	-1	-1	天山3霜凝X4
565	苍鹰逐日	33	7	0	11	492	5	30	30	45	60	75	90	120	120	195	150	-1	-1	45	-1	-1	-1	-1	天山3霜凝X5
566	寒冰缚步	148	7	0	12	505	5	60	46033	105	46034	165	46035	270	46036	435	46037	-1	-1	50	-1	-1	-1	-1	天山3霜凝X6
567	千秋寒雪	198	7	0	12	501	5	60	46038	105	46039	165	46040	270	46041	435	46042	-1	-1	50	-1	-1	-1	-1	天山3霜凝X7
568	曲中人	199	7	0	13	510	5	120	20	180	40	300	60	480	80	780	100	566	5	-1	-1	-1	-1	-1	天山3霜凝X8
569	霜凝寒聚	200	7	0	13	498	5	120	20	180	40	300	60	480	90	780	120	-1	-1	55	-1	2	-1	-1	天山3霜凝X9
570	飞花连影	2	7	0	13	498	5	120	2000	180	4000	300	6000	480	8000	780	10000	-1	-1	55	-1	-1	-1	-1	天山3霜凝X10
571	杀意不息	197	7	1	10	-1	5	15	300	30	600	45	900	75	1200	120	1500	-1	-1	40	-1	115	-1	-1	天山3雪隐Y1
572	凤羽凌霄	19	7	1	10	493	5	15	10	30	20	45	30	75	40	120	50	-1	-1	40	-1	-1	-1	-1	天山3雪隐Y3
573	及锋而试	201	7	1	11	511	5	30	50	45	60	75	70	120	80	195	90	571	5	-1	-1	30	-1	-1	天山3雪隐Y3
