INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
≥ËŒÔ±‡∫≈	√˚≥∆$1$	≥ËŒÔ¿‡–Õ	ø…–Ø¥¯µ»º∂	’Û”™	 «∑Ò±‰“Ï	 «∑Ò±¶±¶	 ≥ŒÔ¿‡	À˘ƒ‹—ßµƒººƒ‹ ˝	÷˜∂Øººƒ‹	÷˜∂Øººƒ‹…˙≥…º∏¬ £®1/100w£©	÷˜∂Øººƒ‹2	÷˜∂Øººƒ‹2…˙≥…º∏¬ £®1/100w£©	±ª∂Øººƒ‹1	±ª∂Øººƒ‹1…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹2	±ª∂Øººƒ‹2…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹3	±ª∂Øººƒ‹3…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹4	±ª∂Øººƒ‹4…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹5	±ª∂Øººƒ‹5…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹6	±ª∂Øººƒ‹6…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹7	±ª∂Øººƒ‹7…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹8	±ª∂Øººƒ‹8…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹9	±ª∂Øººƒ‹9…˙≥…º∏¬ £®1/100W£©	±ª∂Øººƒ‹10	±ª∂Øººƒ‹10…˙≥…º∏¬ £®1/100W£©	±Í◊º Ÿ√¸	±Í◊º¡¶¡ø◊ ÷ 	±Í◊ºÃÂ÷ ◊ ÷ 	±Í◊º¡È∆¯◊ ÷ 	±Í◊º…Ì∑®◊ ÷ 	±Í◊º∂®¡¶◊ ÷ 	≥…≥§¬ 1	≥…≥§¬ 2	≥…≥§¬ 3	≥…≥§¬ 4	≥…≥§¬ 5	µ®–°(1/1000)	Ω˜…˜(1/1000)	÷“≥œ(1/1000)	æ´√˜(1/1000)	”¬√Õ(1/1000)	≥ËŒÔ∑±÷≥ ±º‰(ms)	Õ¨¿‡≤Œøº’‰ ﬁ¿‡–Õ
22633	±‰“Ï—“ªÍ	2263	85	9	1	0	1000	10	698	550000	-1	-1	728	900000	657	350000	730	350000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	644	966	1817	1031	1288	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22630	
22634	±‰“Ï—“ªÍ	2263	85	9	1	0	1000	10	698	550000	-1	-1	728	900000	657	350000	730	350000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	668	1003	1886	1070	1337	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22630	
22635	±‰“Ï—“ªÍ	2263	85	9	1	0	1000	10	698	550000	-1	-1	728	900000	657	350000	730	350000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	693	1040	1955	1109	1386	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22630	
22636	±‰“Ï—“ªÍ	2263	85	9	1	0	1000	10	698	550000	-1	-1	728	900000	657	350000	730	350000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	717	1076	2024	1148	1435	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22630	
22637	±‰“Ï—“ªÍ	2263	85	9	1	0	1000	10	698	550000	-1	-1	728	900000	657	350000	730	350000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	742	1113	2093	1187	1484	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22630	
22639	—“ªÍ±¶±¶	2263	85	9	0	1	1000	10	698	550000	-1	-1	728	900000	657	350000	730	350000	705	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	856	1610	913	1142	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22630	
22640	≥…ƒÍ—“ªÍ	2264	95	9	0	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	887	1668	946	1183	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22641	±‰“Ï—“ªÍ	2264	95	9	1	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22642	±‰“Ï—“ªÍ	2264	95	9	1	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22643	±‰“Ï—“ªÍ	2264	95	9	1	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	658	987	1855	1052	1316	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22644	±‰“Ï—“ªÍ	2264	95	9	1	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	680	1020	1918	1088	1360	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22645	±‰“Ï—“ªÍ	2264	95	9	1	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	702	1053	1980	1123	1404	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22646	±‰“Ï—“ªÍ	2264	95	9	1	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	724	1086	2043	1159	1449	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22647	±‰“Ï—“ªÍ	2264	95	9	1	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	746	1120	2105	1194	1493	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22648	±‰“Ï—“ªÍ	2264	95	9	1	0	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	768	1153	2168	1230	1537	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22649	—“ªÍ±¶±¶	2264	95	9	0	1	1000	10	698	600000	-1	-1	728	900000	657	350000	730	350000	705	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	887	1668	946	1183	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22640	
22650	≥…ƒÍ∆ﬂœ¶‘ß—Ï	2265	5	9	0	0	1	10	688	300000	-1	-1	703	900000	670	250000	660	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	60000	22650	
22651	±‰“Ï∆ﬂœ¶‘ß—Ï	2265	5	9	1	0	1	10	688	300000	-1	-1	703	900000	670	250000	660	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	100	200	100	100	60000	22650	
22652	±‰“Ï∆ﬂœ¶‘ß—Ï	2265	5	9	1	0	1	10	688	300000	-1	-1	703	900000	670	250000	660	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	100	200	100	100	60000	22650	
22659	∆ﬂœ¶‘ß—Ï±¶±¶	2265	5	9	0	1	1	10	673	1000000	-1	-1	703	900000	670	250000	660	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	60000	22650	
22660	≥…ƒÍ∆ﬂœ¶‘ß—Ï	2266	45	9	0	0	1	10	688	350000	-1	-1	703	900000	670	300000	660	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	60000	22660	
22661	±‰“Ï∆ﬂœ¶‘ß—Ï	2266	45	9	1	0	1	10	688	350000	-1	-1	703	900000	670	300000	660	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	100	200	100	100	60000	22660	
22662	±‰“Ï∆ﬂœ¶‘ß—Ï	2266	45	9	1	0	1	10	688	350000	-1	-1	703	900000	670	300000	660	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	100	200	100	100	60000	22660	
22663	±‰“Ï∆ﬂœ¶‘ß—Ï	2266	45	9	1	0	1	10	688	350000	-1	-1	703	900000	670	300000	660	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	100	200	100	100	60000	22660	
22669	∆ﬂœ¶‘ß—Ï±¶±¶	2266	45	9	0	1	1	10	673	1000000	-1	-1	703	900000	670	300000	660	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	60000	22660	
22670	≥…ƒÍ∆ﬂœ¶‘ß—Ï	2267	55	9	0	0	1	10	688	400000	-1	-1	703	900000	670	350000	660	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	60000	22670	
22671	±‰“Ï∆ﬂœ¶‘ß—Ï	2267	55	9	1	0	1	10	688	400000	-1	-1	703	900000	670	350000	660	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	100	200	100	100	60000	22670	
22672	±‰“Ï∆ﬂœ¶‘ß—Ï	2267	55	9	1	0	1	10	688	400000	-1	-1	703	900000	670	350000	660	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	100	200	100	100	60000	22670	
22673	±‰“Ï∆ﬂœ¶‘ß—Ï	2267	55	9	1	0	1	10	688	400000	-1	-1	703	900000	670	350000	660	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	100	200	100	100	60000	22670	
22674	±‰“Ï∆ﬂœ¶‘ß—Ï	2267	55	9	1	0	1	10	688	400000	-1	-1	703	900000	670	350000	660	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	100	200	100	100	60000	22670	
22679	∆ﬂœ¶‘ß—Ï±¶±¶	2267	55	9	0	1	1	10	673	1000000	-1	-1	703	900000	670	350000	660	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	60000	22670	
22680	≥…ƒÍ∆ﬂœ¶‘ß—Ï	2268	65	9	0	0	1	10	688	450000	-1	-1	703	900000	670	400000	660	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22680	
22681	±‰“Ï∆ﬂœ¶‘ß—Ï	2268	65	9	1	0	1	10	688	450000	-1	-1	703	900000	670	400000	660	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22680	
22682	±‰“Ï∆ﬂœ¶‘ß—Ï	2268	65	9	1	0	1	10	688	450000	-1	-1	703	900000	670	400000	660	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22680	
22683	±‰“Ï∆ﬂœ¶‘ß—Ï	2268	65	9	1	0	1	10	688	450000	-1	-1	703	900000	670	400000	660	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22680	
22684	±‰“Ï∆ﬂœ¶‘ß—Ï	2268	65	9	1	0	1	10	688	450000	-1	-1	703	900000	670	400000	660	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22680	
22685	±‰“Ï∆ﬂœ¶‘ß—Ï	2268	65	9	1	0	1	10	688	450000	-1	-1	703	900000	670	400000	660	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22680	
22689	∆ﬂœ¶‘ß—Ï±¶±¶	2268	65	9	0	1	1	10	673	1000000	-1	-1	703	900000	670	400000	660	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	60000	22680	
22690	≥…ƒÍ∆ﬂœ¶‘ß—Ï	2269	75	9	0	0	1	10	688	500000	-1	-1	703	900000	670	450000	660	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22690	
22691	±‰“Ï∆ﬂœ¶‘ß—Ï	2269	75	9	1	0	1	10	688	500000	-1	-1	703	900000	670	450000	660	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22690	
22692	±‰“Ï∆ﬂœ¶‘ß—Ï	2269	75	9	1	0	1	10	688	500000	-1	-1	703	900000	670	450000	660	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22690	
22693	±‰“Ï∆ﬂœ¶‘ß—Ï	2269	75	9	1	0	1	10	688	500000	-1	-1	703	900000	670	450000	660	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22690	
22694	±‰“Ï∆ﬂœ¶‘ß—Ï	2269	75	9	1	0	1	10	688	500000	-1	-1	703	900000	670	450000	660	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22690	
22695	±‰“Ï∆ﬂœ¶‘ß—Ï	2269	75	9	1	0	1	10	688	500000	-1	-1	703	900000	670	450000	660	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22690	
22696	±‰“Ï∆ﬂœ¶‘ß—Ï	2269	75	9	1	0	1	10	688	500000	-1	-1	703	900000	670	450000	660	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22690	
22699	∆ﬂœ¶‘ß—Ï±¶±¶	2269	75	9	0	1	1	10	673	1000000	-1	-1	703	900000	670	450000	660	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	60000	22690	
22700	≥…ƒÍ∆ﬂœ¶‘ß—Ï	2270	85	9	0	0	1	10	688	550000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22701	±‰“Ï∆ﬂœ¶‘ß—Ï	2270	85	9	1	0	1	10	688	550000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22702	±‰“Ï∆ﬂœ¶‘ß—Ï	2270	85	9	1	0	1	10	688	550000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22703	±‰“Ï∆ﬂœ¶‘ß—Ï	2270	85	9	1	0	1	10	688	550000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22704	±‰“Ï∆ﬂœ¶‘ß—Ï	2270	85	9	1	0	1	10	688	550000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22705	±‰“Ï∆ﬂœ¶‘ß—Ï	2270	85	9	1	0	1	10	688	550000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22706	±‰“Ï∆ﬂœ¶‘ß—Ï	2270	85	9	1	0	1	10	688	550000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22707	±‰“Ï∆ﬂœ¶‘ß—Ï	2270	85	9	1	0	1	10	688	550000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22709	∆ﬂœ¶‘ß—Ï±¶±¶	2270	85	9	0	1	1	10	673	1000000	-1	-1	703	900000	670	500000	660	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	60000	22700	
22710	≥…ƒÍ∆ﬂœ¶‘ß—Ï	2271	95	9	0	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22711	±‰“Ï∆ﬂœ¶‘ß—Ï	2271	95	9	1	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22712	±‰“Ï∆ﬂœ¶‘ß—Ï	2271	95	9	1	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22713	±‰“Ï∆ﬂœ¶‘ß—Ï	2271	95	9	1	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22714	±‰“Ï∆ﬂœ¶‘ß—Ï	2271	95	9	1	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22715	±‰“Ï∆ﬂœ¶‘ß—Ï	2271	95	9	1	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22716	±‰“Ï∆ﬂœ¶‘ß—Ï	2271	95	9	1	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22717	±‰“Ï∆ﬂœ¶‘ß—Ï	2271	95	9	1	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22718	±‰“Ï∆ﬂœ¶‘ß—Ï	2271	95	9	1	0	1	10	688	600000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22719	∆ﬂœ¶‘ß—Ï±¶±¶	2271	95	9	0	1	1	10	673	1000000	-1	-1	703	900000	670	550000	660	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2188	500	100	200	100	100	60000	22710	
22720	≥…ƒÍ∑œ≤Ò	2272	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	657	250000	734	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	60000	22720	
22721	±‰“Ï∑œ≤Ò	2272	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	657	250000	734	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1488	1111	539	970	755	846	930	972	1099	1269	100	100	200	100	500	60000	22720	
22722	±‰“Ï∑œ≤Ò	2272	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	657	250000	734	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1682	1255	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	60000	22720	
22729	∑œ≤Ò±¶±¶	2272	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	657	250000	734	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	60000	22720	
22730	≥…ƒÍ∑œ≤Ò	2273	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	60000	22730	
22731	±‰“Ï∑œ≤Ò	2273	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1486	1109	538	969	753	948	1042	1090	1232	1422	100	100	200	100	500	60000	22730	
22732	±‰“Ï∑œ≤Ò	2273	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1621	1210	587	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	60000	22730	
22733	±‰“Ï∑œ≤Ò	2273	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1756	1310	636	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	60000	22730	
22739	∑œ≤Ò±¶±¶	2273	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	60000	22730	
22740	≥…ƒÍ∑œ≤Ò	2274	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	60000	22740	
22741	±‰“Ï∑œ≤Ò	2274	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1513	1129	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	60000	22740	
22742	±‰“Ï∑œ≤Ò	2274	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1618	1208	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	60000	22740	
22743	±‰“Ï∑œ≤Ò	2274	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1724	1286	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	60000	22740	
22744	±‰“Ï∑œ≤Ò	2274	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1829	1365	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	60000	22740	
22749	∑œ≤Ò±¶±¶	2274	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	60000	22740	
22750	≥…ƒÍ∑œ≤Ò	2275	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1464	1092	530	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	60000	22750	
22751	±‰“Ï∑œ≤Ò	2275	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1552	1158	562	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	60000	22750	
