INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
1298	步步生花	步步生花	5	0	90	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32591	效果2	-1	效果3几率	-1	效果3	-1	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1299	步步生花	步步生花	5	0	100	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32592	效果2	-1	效果3几率	-1	效果3	-1	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1300	步步生花	步步生花	5	0	110	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32593	效果2	-1	效果3几率	-1	效果3	-1	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1301	步步生花	步步生花	5	0	120	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32594	效果2	-1	效果3几率	-1	效果3	-1	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1302	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32595	效果2	-1	效果3几率	-1	效果3	-1	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1303	步步生花	步步生花	5	0	140	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32596	效果2	-1	效果3几率	-1	效果3	-1	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1304	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32597	效果2	-1	效果3几率	-1	效果3	-1	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1305	步步生花	步步生花	5	0	160	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	-1	效果3	-1	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1306	步步生花	步步生花	5	0	10	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32583	效果2	-1	效果3几率	10	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1307	步步生花	步步生花	5	0	20	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32584	效果2	-1	效果3几率	11	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1308	步步生花	步步生花	5	0	30	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32585	效果2	-1	效果3几率	12	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1309	步步生花	步步生花	5	0	40	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32586	效果2	-1	效果3几率	13	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1310	步步生花	步步生花	5	0	50	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32587	效果2	-1	效果3几率	14	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1311	步步生花	步步生花	5	0	60	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32588	效果2	-1	效果3几率	15	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1312	步步生花	步步生花	5	0	70	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32589	效果2	-1	效果3几率	16	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1313	步步生花	步步生花	5	0	80	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32590	效果2	-1	效果3几率	17	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1314	步步生花	步步生花	5	0	90	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32591	效果2	-1	效果3几率	18	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1315	步步生花	步步生花	5	0	100	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32592	效果2	-1	效果3几率	19	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1316	步步生花	步步生花	5	0	110	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32593	效果2	-1	效果3几率	20	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1317	步步生花	步步生花	5	0	120	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32594	效果2	-1	效果3几率	21	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1318	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32595	效果2	-1	效果3几率	22	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1319	步步生花	步步生花	5	0	140	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32596	效果2	-1	效果3几率	23	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1320	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32597	效果2	-1	效果3几率	24	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1321	步步生花	步步生花	5	0	160	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	25	效果3	2572	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1322	步步生花	步步生花	5	0	10	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32583	效果2	-1	效果3几率	100	效果3	2610	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1323	步步生花	步步生花	5	0	20	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32584	效果2	-1	效果3几率	100	效果3	2611	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1324	步步生花	步步生花	5	0	30	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32585	效果2	-1	效果3几率	100	效果3	2612	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1325	步步生花	步步生花	5	0	40	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32586	效果2	-1	效果3几率	100	效果3	2613	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1326	步步生花	步步生花	5	0	50	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32587	效果2	-1	效果3几率	100	效果3	2614	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1327	步步生花	步步生花	5	0	60	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32588	效果2	-1	效果3几率	100	效果3	2615	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1328	步步生花	步步生花	5	0	70	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32589	效果2	-1	效果3几率	100	效果3	2616	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1329	步步生花	步步生花	5	0	80	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32590	效果2	-1	效果3几率	100	效果3	2617	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1330	步步生花	步步生花	5	0	90	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32591	效果2	-1	效果3几率	100	效果3	2618	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1331	步步生花	步步生花	5	0	100	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32592	效果2	-1	效果3几率	100	效果3	2619	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1332	步步生花	步步生花	5	0	110	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32593	效果2	-1	效果3几率	100	效果3	2620	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1333	步步生花	步步生花	5	0	120	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32594	效果2	-1	效果3几率	100	效果3	2621	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1334	步步生花	步步生花	5	0	130	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32595	效果2	-1	效果3几率	100	效果3	17181	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1335	步步生花	步步生花	5	0	140	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32596	效果2	-1	效果3几率	100	效果3	17182	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1336	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32597	效果2	-1	效果3几率	100	效果3	17183	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1337	步步生花	步步生花	5	0	160	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	0		0	0	0	0	0	30000	500	2	3	-1	-1	3	0	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	100	效果3	17184	效果4	42902		0		0		0		0		0		0		0		0		0		0		0	
1338	荼蘼花陷阱	荼蘼花陷阱	4	0	0	1	1	hj_boss云卷舒_荼蘼花事了_陷阱	-1		-1		-1	0	0	0	0	4000	4000	3	5	-1	-1	12	0	0	0	0	0	0	效果1	42981	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1339	荼蘼花陷阱	荼蘼花陷阱	4	0	0	1	1		-1		-1		-1	0	0	0	0	3000	3000	3	5	-1	-1	12	0	0	0	0	0	0	效果1	42985	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1340	荒兽之火陷阱（奇遇）	荒兽之火陷阱	4	0	0	1	1	boss_2022妖兽通用技能1_陷阱A	-1	boss_2022妖兽通用技能1_陷阱爆炸A	-1		-1	0	0	0	0	2500	-1	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44221	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1341	荒兽之魂陷阱（奇遇）	神兽之魂陷阱	4	0	0	1	1	boss_2022妖兽通用技能2_陷阱A	-1	boss_2022妖兽通用技能2_陷阱爆炸A	-1		-1	0	0	0	0	2500	-1	4	4	-1	-1	12	0	0	0	0	0	0	效果1	44222	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1342	神兽之火陷阱	荒兽之火陷阱	4	0	0	1	1	boss_2022神兽通用技能1陷阱预警	-1	boss_2022神兽通用技能1陷阱爆炸	-1		-1	0	0	0	0	2500	-1	3	3	-1	-1	12	0	0	0	0	0	0	效果1	43903	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1343	神兽之魂陷阱	神兽之魂陷阱	4	0	0	1	1	boss_2022神兽通用技能2陷阱预警	-1	boss_2022神兽通用技能2陷阱爆炸	-1		-1	0	0	0	0	2500	-1	4	4	-1	-1	12	0	0	0	0	0	0	效果1	43904	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1344	聚力锁链	聚力锁链	4	0	0	1	1		-1		-1		-1	0	0	0	0	2000	3000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44003	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1345	冲锋伤害陷阱	冲锋伤害陷阱	4	0	0	1	1		-1		-1		-1	0	0	0	0	500	3000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44024	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1346	地裂伤害陷阱	地裂伤害陷阱	4	0	0	1	1	buff_契丹力士_地刺预警_2021	-1	buff_契丹力士_地刺爆炸_2021	-1		-1	0	0	0	0	1000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44004	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1347	白狼魂陷阱	白狼魂陷阱	4	0	0	1	1	buff_密探召唤师17_白狼魂爆炸预警_2021	-1	buff_密探召唤师17_白狼魂爆炸_2021	-1		-1	0	0	0	0	1000	3000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	44007	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1348	藤蔓地刺陷阱	藤蔓地刺陷阱	4	0	0	2	12	buff_密探召唤师17_藤蔓地刺_2021	-1		0		0	0	0	0	0	12000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44008	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1349	刀光陷阱1	刀光陷阱1	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021a	-1		-1		-1	0	0	0	0	1000	3000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	44016	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1350	刀光陷阱2	刀光陷阱2	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021b	-1		-1		-1	0	0	0	0	1000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44017	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1351	刀光陷阱3	刀光陷阱3	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021c	-1		-1		-1	0	0	0	0	1000	3000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	44018	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1352	刀光陷阱4	刀光陷阱4	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021d	-1		-1		-1	0	0	0	0	1000	3000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44019	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1353	刀光陷阱5	刀光陷阱5	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021e	-1		-1		-1	0	0	0	0	1000	3000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	44020	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1354	刀十字伤害陷阱	地裂伤害陷阱	4	0	0	2	12		-1		-1		-1	0	0	0	0	12000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44021	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1355	聚力锁链	聚力锁链	4	0	0	1	1		-1		-1		-1	0	0	0	0	2000	3000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44029	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1356	冲锋伤害陷阱	冲锋伤害陷阱	4	0	0	1	1		-1		-1		-1	0	0	0	0	500	3000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44024	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1357	地裂伤害陷阱	地裂伤害陷阱	4	0	0	1	1	buff_契丹力士_地刺预警_2021	-1	buff_契丹力士_地刺爆炸_2021	-1		-1	0	0	0	0	1000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44030	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1358	白狼魂陷阱	白狼魂陷阱	4	0	0	1	1	buff_密探召唤师17_白狼魂爆炸预警_2021	-1	buff_密探召唤师17_白狼魂爆炸_2021	-1		-1	0	0	0	0	1000	3000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	44033	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1359	藤蔓地刺陷阱	藤蔓地刺陷阱	4	0	0	2	12	buff_密探召唤师17_藤蔓地刺_2021	-1		0		0	0	0	0	0	12000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44034	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1360	刀光陷阱1	刀光陷阱1	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021a	-1		-1		-1	0	0	0	0	1000	3000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	44042	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1361	刀光陷阱2	刀光陷阱2	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021b	-1		-1		-1	0	0	0	0	1000	3000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44043	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1362	刀光陷阱3	刀光陷阱3	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021c	-1		-1		-1	0	0	0	0	1000	1000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	44044	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1363	刀光陷阱4	刀光陷阱4	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021d	-1		-1		-1	0	0	0	0	1000	1000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44045	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1364	刀光陷阱5	刀光陷阱5	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021e	-1		-1		-1	0	0	0	0	1000	1000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	44046	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1365	刀十字伤害陷阱	地裂伤害陷阱	4	0	0	2	12		-1		-1		-1	0	0	0	0	12000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44047	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1366	聚力锁链	聚力锁链	4	0	0	1	1		-1		-1		-1	0	0	0	0	2000	2000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44055	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1367	冲锋伤害陷阱	冲锋伤害陷阱	4	0	0	1	1		-1		-1		-1	0	0	0	0	500	500	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44076	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1368	地裂伤害陷阱	地裂伤害陷阱	4	0	0	1	1	buff_契丹力士_地刺预警_2021	-1	buff_契丹力士_地刺爆炸_2021	-1		-1	0	0	0	0	1000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44004	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1369	白狼魂陷阱	白狼魂陷阱	4	0	0	1	1	buff_密探召唤师17_白狼魂爆炸预警_2021	-1	buff_密探召唤师17_白狼魂爆炸_2021	-1		-1	0	0	0	0	1000	1000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	44059	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1370	藤蔓地刺陷阱	藤蔓地刺陷阱	4	0	0	2	12	buff_密探召唤师17_藤蔓地刺_2021	-1		0		0	0	0	0	0	12000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44060	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1371	刀光陷阱1	刀光陷阱1	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021a	-1		-1		-1	0	0	0	0	1000	1000	2	2	-1	-1	12	0	0	0	0	0	0	效果1	44068	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1372	刀光陷阱2	刀光陷阱2	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021b	-1		-1		-1	0	0	0	0	1000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44069	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1373	刀光陷阱3	刀光陷阱3	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021c	-1		-1		-1	0	0	0	0	1000	1000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	44070	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1374	刀光陷阱4	刀光陷阱4	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021d	-1		-1		-1	0	0	0	0	1000	1000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44071	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1375	刀光陷阱5	刀光陷阱5	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021e	-1		-1		-1	0	0	0	0	1000	1000	6	6	-1	-1	12	0	0	0	0	0	0	效果1	44072	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1376	刀十字伤害陷阱	地裂伤害陷阱	4	0	0	2	12		-1		-1		-1	0	0	0	0	12000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44073	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1377	聚力锁链	聚力锁链	4	0	0	1	1		-1		-1		-1	0	0	0	0	2000	2000	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44081	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1378	冲锋伤害陷阱	冲锋伤害陷阱	4	0	0	1	1		-1		-1		-1	0	0	0	0	500	500	5	5	-1	-1	12	0	0	0	0	0	0	效果1	44102	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1379	地裂伤害陷阱	地裂伤害陷阱	4	0	0	1	1	buff_契丹力士_地刺预警_2021	-1	buff_契丹力士_地刺爆炸_2021	-1		-1	0	0	0	0	1000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44082	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1380	白狼魂陷阱	白狼魂陷阱	4	0	0	1	1	buff_密探召唤师17_白狼魂爆炸预警_2021	-1	buff_密探召唤师17_白狼魂爆炸_2021	-1		-1	0	0	0	0	1000	1000	4	4	-1	-1	12	0	0	0	0	0	0	效果1	44085	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
1381	藤蔓地刺陷阱	藤蔓地刺陷阱	4	0	0	2	12	buff_密探召唤师17_藤蔓地刺_2021	-1		0		0	0	0	0	0	12000	1000	3	3	-1	-1	12	0	0	0	0	0	0	效果1	44086	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
