INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30304049	3	3	4	49	PeiFang_4	山椒醉鸡翅食谱	可以制作增加身法80点，持续30分钟的菜肴。#r#G谷物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	3	1	713501	55	1	1	9	-1	4	配方	6	496	2005	-1	0
30304050	3	3	4	50	PeiFang_4	黄油鲅鱼食谱	可以制作增加定力80点，持续30分钟的菜肴。#r#G谷物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	3	1	713501	55	1	1	9	-1	4	配方	6	497	2005	-1	0
30304051	3	3	4	51	PeiFang_4	海带牛肉汤食谱	可以制作增加外功攻击100点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	3	1	713501	55	1	1	3	-1	4	配方	6	498	2005	-1	0
30304052	3	3	4	52	PeiFang_4	干炸鲫鱼食谱	可以制作增加内功攻击100点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	3	1	713501	55	1	1	3	-1	4	配方	6	499	2005	-1	0
30304053	3	3	4	53	PeiFang_4	木耳猪肉片食谱	可以制作增加外功防御100点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	3	1	713501	55	1	1	3	-1	4	配方	6	500	2005	-1	0
30304054	3	3	4	54	PeiFang_4	烤肉盖饭食谱	可以制作增加内功防御100点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	3	-1	4	配方	9	501	2005	-1	0
30304055	3	3	4	55	PeiFang_4	煨烤鲑鱼食谱	可以制作增加外功攻击200点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	6	-1	4	配方	9	502	2005	-1	0
30304056	3	3	4	56	PeiFang_4	川肉丝食谱	可以制作增加内功攻击200点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	6	-1	4	配方	9	503	2005	-1	0
30304057	3	3	4	57	PeiFang_4	碗仔翅食谱	可以制作增加外功防御200点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	6	-1	4	配方	9	504	2005	-1	0
30304058	3	3	4	58	PeiFang_4	盐煎肉食谱	可以制作增加内功防御200点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	6	-1	4	配方	9	505	2005	-1	0
30304059	3	3	4	59	PeiFang_4	麻辣鸭胗食谱	可以制作增加外功攻击400点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	9	-1	4	配方	9	506	2005	-1	0
30304060	3	3	4	60	PeiFang_4	香菇滑鸡食谱	可以制作增加内功攻击400点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	9	-1	4	配方	9	507	2005	-1	0
30304061	3	3	4	61	PeiFang_4	翡翠双冬蹄膀食谱	可以制作增加外功防御400点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	9	-1	4	配方	9	508	2005	-1	0
30304062	3	3	4	62	PeiFang_4	山椒蒸鲩鱼食谱	可以制作增加内功防御400点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	1	9	-1	4	配方	9	509	2005	-1	0
30304063	3	3	3	55	PeiFang_5	冰龙丹药方	可以制作增加冰攻72点，持续30分钟的药。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	2	6	-1	4	配方	-1	469	2005	-1	0
30304064	3	3	3	56	PeiFang_5	龟甲散药方	可以制作增加玄攻72点，持续30分钟的药。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	2	6	-1	4	配方	-1	470	2005	-1	0
30304065	3	3	3	57	PeiFang_5	金雷丸药方	可以制作增加火攻72点，持续30分钟的药。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	2	6	-1	4	配方	-1	471	2005	-1	0
30304066	3	3	3	58	PeiFang_5	五毒散药方	可以制作增加毒攻72点，持续30分钟的药。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	2	6	-1	4	配方	-1	472	2005	-1	0
30304067	3	3	3	59	PeiFang_5	仙丹冰澜药方	可以制作增加冰攻120点，持续30分钟的药。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	2	9	-1	4	配方	-1	473	2005	-1	0
30304068	3	3	3	60	PeiFang_5	仙丹避邪药方	可以制作增加玄攻120点，持续30分钟的药。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	2	9	-1	4	配方	-1	474	2005	-1	0
30304069	3	3	3	61	PeiFang_5	仙丹玄炎药方	可以制作增加火攻120点，持续30分钟的药。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	2	9	-1	4	配方	-1	475	2005	-1	0
30304070	3	3	3	62	PeiFang_5	仙丹凤珠药方	可以制作增加毒攻120点，持续30分钟的药。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	2	9	-1	4	配方	-1	476	2005	-1	0
30304071	3	3	4	45	PeiFang_4	相思红豆粥食谱	可以制作增加定力40点，持续30分钟的菜肴。#r#G谷物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	6	-1	4	配方	6	492	2005	-1	0
30304072	3	3	4	46	PeiFang_4	水鸭润肺汤食谱	可以制作增加力量80点，持续30分钟的菜肴。#r#G谷物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	9	-1	4	配方	6	493	2005	-1	0
30304073	3	3	4	47	PeiFang_4	核桃鸡丁食谱	可以制作增加灵气80点，持续30分钟的菜肴。#r#G谷物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	9	-1	4	配方	6	494	2005	-1	0
30304074	3	3	4	48	PeiFang_4	鱼香碎白肉食谱	可以制作增加体力80点，持续30分钟的菜肴。#r#G谷物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	9	-1	4	配方	6	495	2005	-1	0
30304075	3	3	4	49	PeiFang_4	山椒醉鸡翅食谱	可以制作增加身法80点，持续30分钟的菜肴。#r#G谷物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	9	-1	4	配方	6	496	2005	-1	0
30304076	3	3	4	50	PeiFang_4	黄油鲅鱼食谱	可以制作增加定力80点，持续30分钟的菜肴。#r#G谷物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	9	-1	4	配方	6	497	2005	-1	0
30304077	3	3	4	51	PeiFang_4	海带牛肉汤食谱	可以制作增加外功攻击100点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	3	-1	4	配方	6	498	2005	-1	0
30304078	3	3	4	52	PeiFang_4	干炸鲫鱼食谱	可以制作增加内功攻击100点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	3	-1	4	配方	6	499	2005	-1	0
30304079	3	3	4	53	PeiFang_4	木耳猪肉片食谱	可以制作增加外功防御100点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	6000	1500	9	1	713501	55	1	1	3	-1	4	配方	6	500	2005	-1	0
30304080	3	3	4	54	PeiFang_4	烤肉盖饭食谱	可以制作增加内功防御100点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	3	-1	4	配方	9	501	2005	-1	0
30304081	3	3	4	55	PeiFang_4	煨烤鲑鱼食谱	可以制作增加外功攻击200点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	6	-1	4	配方	9	502	2005	-1	0
30304082	3	3	4	56	PeiFang_4	川肉丝食谱	可以制作增加内功攻击200点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	6	-1	4	配方	9	503	2005	-1	0
30304083	3	3	4	57	PeiFang_4	碗仔翅食谱	可以制作增加外功防御200点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	6	-1	4	配方	9	504	2005	-1	0
30304084	3	3	4	58	PeiFang_4	盐煎肉食谱	可以制作增加内功防御200点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	6	-1	4	配方	9	505	2005	-1	0
30304085	3	3	4	59	PeiFang_4	麻辣鸭胗食谱	可以制作增加外功攻击400点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	9	-1	4	配方	9	506	2005	-1	0
30304086	3	3	4	60	PeiFang_4	香菇滑鸡食谱	可以制作增加内功攻击400点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	9	-1	4	配方	9	507	2005	-1	0
30304087	3	3	4	61	PeiFang_4	翡翠双冬蹄膀食谱	可以制作增加外功防御400点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	9	-1	4	配方	9	508	2005	-1	0
30304088	3	3	4	62	PeiFang_4	山椒蒸鲩鱼食谱	可以制作增加内功防御400点，持续30分钟的菜肴。#r#G杂物食谱。#r#c00FF00（右键点击即可学习）	1	14400	3600	9	1	713501	55	1	1	9	-1	4	配方	9	509	2005	-1	0
30304089	3	3	4	89	PeiFang_4	辣椒炒肉食谱	可以制作在#G15#W秒时间内持续恢复共计#G15580#W点生命值的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	20000	5000	9	1	713501	55	1	59	1	-1	4	配方	9	1322	2005	-1	0
30304090	3	3	4	90	PeiFang_4	油焖笋食谱	可以制作在#G15#W秒时间内持续恢复共计#G5670#W点气值的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	20000	5000	9	1	713501	55	1	59	1	-1	4	配方	9	1323	2005	-1	0
30304091	3	3	4	91	PeiFang_4	木须肉食谱	可以制作使血上限增加#G3575#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	20000	5000	9	1	713501	55	1	59	1	-1	4	配方	9	1324	2005	-1	0
30304092	3	3	4	92	PeiFang_4	肉末茄子食谱	可以制作增加命中#G816#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	40000	10000	9	1	713501	55	1	59	2	-1	4	配方	9	1325	2005	-1	0
30304093	3	3	4	93	PeiFang_4	水晶虾饺食谱	可以制作增加会心攻击#G11#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	40000	10000	9	1	713501	55	1	59	2	-1	4	配方	9	1326	2005	-1	0
30304094	3	3	4	94	PeiFang_4	香芹火腿食谱	可以制作血上限增加#G3860#W点，闪避增加#G255#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	60000	15000	9	1	713501	55	1	59	3	-1	4	配方	9	1327	2005	-1	0
30304095	3	3	4	95	PeiFang_4	葱炒白贝食谱	可以制作血上限增加#G3860#W点，会心防御增加#G10#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	60000	15000	9	1	713501	55	1	59	3	-1	4	配方	9	1328	2005	-1	0
30304096	3	3	4	96	PeiFang_4	叉烧肉食谱	可以制作持续恢复生命，每#G3#W秒恢复#G3%#W，持续#G15#W秒的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	80000	20000	9	1	713501	55	1	59	4	-1	4	配方	9	1329	2005	-1	0
30304097	3	3	4	97	PeiFang_4	香菇油菜食谱	可以制作持续恢复气，每#G3#W秒恢复#G3%#W，持续#G15#W秒的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	80000	20000	9	1	713501	55	1	59	4	-1	4	配方	9	1330	2005	-1	0
30304098	3	3	4	98	PeiFang_4	酱油蒸肉食谱	可以制作血上限增加#G6088#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	80000	20000	9	1	713501	55	1	59	4	-1	4	配方	9	1331	2005	-1	0
30304099	3	3	4	99	PeiFang_4	冰镇绿豆糕食谱	可以制作增加冰攻#G1%#W+#G60#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	100000	25000	9	1	713501	55	1	59	5	-1	4	配方	9	1332	2005	-1	0
30304100	3	3	4	100	PeiFang_4	红烧龙鲤鱼食谱	可以制作增加火攻#G1%#W+#G60#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	100000	25000	9	1	713501	55	1	59	5	-1	4	配方	9	1333	2005	-1	0
30304101	3	3	4	101	PeiFang_4	莲子海鲜羹食谱	可以制作增加玄攻#G1%#W+#G60#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	100000	25000	9	1	713501	55	1	59	5	-1	4	配方	9	1334	2005	-1	0
30304102	3	3	4	102	PeiFang_4	双椒炝菌丝食谱	可以制作增加毒攻#G1%#W+#G60#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	100000	25000	9	1	713501	55	1	59	5	-1	4	配方	9	1335	2005	-1	0
30304103	3	3	4	103	PeiFang_4	玉带虾仁食谱	可以制作血上限增加#G6575#W点，闪避增加#G412#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	120000	30000	9	1	713501	55	1	59	6	-1	4	配方	9	1336	2005	-1	0
30304104	3	3	4	104	PeiFang_4	糖醋猪排食谱	可以制作血上限增加#G6575#W点，会心防御增加#G15#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	120000	30000	9	1	713501	55	1	59	6	-1	4	配方	9	1337	2005	-1	0
30304105	3	3	4	105	PeiFang_4	香煎鳕鱼食谱	可以制作持续恢复生命，每#G3#W秒恢复#G6%#W，持续#G15#W秒的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	140000	35000	9	1	713501	55	1	59	7	-1	4	配方	9	1338	2005	-1	0
30304106	3	3	4	106	PeiFang_4	清炒甘蓝食谱	可以制作持续恢复气，每#G3#W秒恢复#G6%#W，持续#G15#W秒的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	140000	35000	9	1	713501	55	1	59	7	-1	4	配方	9	1339	2005	-1	0
30304107	3	3	4	107	PeiFang_4	板栗烧鸡食谱	可以制作血上限增加#G9030#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	140000	35000	9	1	713501	55	1	59	7	-1	4	配方	9	1340	2005	-1	0
30304108	3	3	4	108	PeiFang_4	桂香乳凉糕食谱	可以制作增加冰攻#G2%#W+#G80#W点，会心攻击增加#G15#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	160000	40000	9	1	713501	55	1	59	8	-1	4	配方	9	1341	2005	-1	0
30304109	3	3	4	109	PeiFang_4	红油爆肚丝食谱	可以制作增加火攻#G2%#W+#G80#W点，会心攻击增加#G15#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	160000	40000	9	1	713501	55	1	59	8	-1	4	配方	9	1342	2005	-1	0
30304110	3	3	4	110	PeiFang_4	五宝珍珠羹食谱	可以制作增加玄攻#G2%#W+#G80#W点，会心攻击增加#G15#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	160000	40000	9	1	713501	55	1	59	8	-1	4	配方	9	1343	2005	-1	0
30304111	3	3	4	111	PeiFang_4	五菌松茸汤食谱	可以制作增加毒攻#G2%#W+#G80#W点，会心攻击增加#G15#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	160000	40000	9	1	713501	55	1	59	8	-1	4	配方	9	1344	2005	-1	0
30304112	3	3	4	112	PeiFang_4	参翅玉脍宴食谱	可以制作放置后可让同帮最多#G30#W人食用，造成的伤害增加#G5%#W，会心一击率增加#G2%#W，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	160000	40000	9	1	713501	55	1	59	8	-1	4	配方	9	1345	2005	-1	0
30304113	3	3	4	113	PeiFang_4	已废弃	待补充	50	160000	40000	9	1	713501	55	1	59	8	-1	4	配方	9	1345	2005	-1	0
30304114	3	3	4	114	PeiFang_4	已废弃	待补充	50	160000	40000	9	1	713501	55	1	59	8	-1	4	配方	9	1345	2005	-1	0
30304115	3	3	4	115	PeiFang_4	已废弃	待补充	50	160000	40000	9	1	713501	55	1	59	8	-1	4	配方	9	1345	2005	-1	0
30304116	3	3	4	116	PeiFang_4	桂枝人参汤食谱	可以制作血上限增加#G5%#W，受到冰属性伤害降低#G5%#W，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	180000	45000	9	1	713501	55	1	59	9	-1	4	配方	9	1346	2005	-1	0
30304117	3	3	4	117	PeiFang_4	青萝板鸭汤食谱	可以制作血上限增加#G5%#W，受到火属性伤害降低#G5%#W，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	180000	45000	9	1	713501	55	1	59	9	-1	4	配方	9	1347	2005	-1	0
30304118	3	3	4	118	PeiFang_4	海苔仙贝羹食谱	可以制作血上限增加#G5%#W，受到玄属性伤害降低#G5%#W，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	180000	45000	9	1	713501	55	1	59	9	-1	4	配方	9	1348	2005	-1	0
30304119	3	3	4	119	PeiFang_4	素炒黄丝菌食谱	可以制作血上限增加#G5%#W，受到毒属性伤害降低#G5%#W，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	180000	45000	9	1	713501	55	1	59	9	-1	4	配方	9	1349	2005	-1	0
30304120	3	3	4	120	PeiFang_4	牛羊全炙宴食谱	可以制作放置后可让同帮最多#G30#W人食用，可获得血上限增加#G5%#W，受到伤害降低#G5%#W，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#c00FF00（右键点击即可学习）	50	180000	45000	9	1	713501	55	1	59	9	-1	4	配方	9	1350	2005	-1	0
30304121	3	3	4	121	PeiFang_4	已废弃	待补充	50	180000	45000	9	1	713501	55	1	59	9	-1	4	配方	9	1350	2005	-1	0
30304122	3	3	4	122	PeiFang_4	已废弃	待补充	50	180000	45000	9	1	713501	55	1	59	9	-1	4	配方	9	1350	2005	-1	0
30304123	3	3	4	123	PeiFang_4	已废弃	待补充	50	180000	45000	9	1	713501	55	1	59	9	-1	4	配方	9	1350	2005	-1	0
30304124	3	3	4	124	PeiFang_4	冰糖银耳羹食谱	可以制作增加冰攻#G3%#W+#G100#W点，会心攻击增加#G20#W点，减冰抗#G50#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#cff0000此配方制作物品绑定#r#c00FF00（右键点击即可学习）	50	200000	50000	9	1	713501	55	1	59	10	-1	4	配方	9	1351	2005	-1	0
30304125	3	3	4	125	PeiFang_4	炙烤梅花肉食谱	可以制作增加火攻#G3%#W+#G100#W点，会心攻击增加#G20#W点，减火抗#G50#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#cff0000此配方制作物品绑定#r#c00FF00（右键点击即可学习）	50	200000	50000	9	1	713501	55	1	59	10	-1	4	配方	9	1352	2005	-1	0
30304126	3	3	4	126	PeiFang_4	翡翠白玉羹食谱	可以制作增加玄攻#G3%#W+#G100#W点，会心攻击增加#G20#W点，减玄抗#G50#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#cff0000此配方制作物品绑定#r#c00FF00（右键点击即可学习）	50	200000	50000	9	1	713501	55	1	59	10	-1	4	配方	9	1353	2005	-1	0
30304127	3	3	4	127	PeiFang_4	红参蛇胆酒食谱	可以制作增加毒攻#G3%#W+#G100#W点，会心攻击增加#G20#W点，减毒抗#G50#W点，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#cff0000此配方制作物品绑定#r#c00FF00（右键点击即可学习）	50	200000	50000	9	1	713501	55	1	59	10	-1	4	配方	9	1354	2005	-1	0
30304128	3	3	4	128	PeiFang_4	金汤佛跳墙食谱	可以制作血上限增加#G8%#W，受到伤害降低#G8%#W，持续#G60#W分钟的菜肴。#r#G制膳食谱#r#cff0000此配方制作物品绑定#r#c00FF00（右键点击即可学习）	50	200000	50000	9	1	713501	55	1	59	10	-1	4	配方	9	1355	2005	-1	0
30307001	3	3	7	1	PeiFang_6	小血咒方剂	小血咒方剂。#r产出药品功能：增加血上限251点，持续30分。#r#c00FF00（右键点击即可学习）	1	10000	50	9	10	700234	55	1	16	1	-1	4	配方	1	234	2005	-1	0
30307002	3	3	7	2	PeiFang_6	红血咒方剂	红血咒方剂。#r产出药品功能：增加血上限612点，持续30分。#r#c00FF00（右键点击即可学习）	1	30000	300	9	10	700235	55	1	16	3	-1	4	配方	2	235	2005	-1	0
30307003	3	3	7	3	PeiFang_6	赤血咒方剂	赤血咒方剂。#r产出药品功能：增加血上限974点，持续30分。#r#c00FF00（右键点击即可学习）	1	50000	1000	9	10	700236	55	1	16	5	-1	4	配方	3	236	2005	-1	0
30307004	3	3	7	4	PeiFang_6	千血咒方剂	千血咒方剂。#r产出药品功能：增加血上限1335点，持续30分。#r#c00FF00（右键点击即可学习）	1	70000	2100	9	10	700237	55	1	16	7	-1	4	配方	4	237	2005	-1	0
30307005	3	3	7	5	PeiFang_6	万血咒方剂	万血咒方剂。#r产出药品功能：增加血上限1697点，持续30分。#r#c00FF00（右键点击即可学习）	1	90000	3600	9	10	700238	55	1	16	9	-1	4	配方	5	238	2005	-1	0
30307006	3	3	7	6	PeiFang_6	小魔咒方剂	小魔咒方剂。#r产出药品功能：增加气上限130点，持续30分。#r#c00FF00（右键点击即可学习）	1	20000	100	9	10	700239	55	1	16	2	-1	4	配方	1	239	2005	-1	0
30307007	3	3	7	7	PeiFang_6	大魔咒方剂	大魔咒方剂。#r产出药品功能：增加气上限316点，持续30分。#r#c00FF00（右键点击即可学习）	1	40000	600	9	10	700240	55	1	16	4	-1	4	配方	2	240	2005	-1	0
30307008	3	3	7	8	PeiFang_6	地魔咒方剂	地魔咒方剂。#r产出药品功能：增加气上限501点，持续30分。#r#c00FF00（右键点击即可学习）	1	60000	1500	9	10	700241	55	1	16	6	-1	4	配方	3	241	2005	-1	0
30307009	3	3	7	9	PeiFang_6	鬼魔咒方剂	鬼魔咒方剂。#r产出药品功能：增加气上限687点，持续30分。#r#c00FF00（右键点击即可学习）	1	80000	2800	9	10	700242	55	1	16	8	-1	4	配方	4	242	2005	-1	0
30307010	3	3	7	10	PeiFang_6	天魔咒方剂	天魔咒方剂。#r产出药品功能：增加气上限873点，持续30分。#r#c00FF00（右键点击即可学习）	1	100000	4500	9	10	700243	55	1	16	10	-1	4	配方	5	243	2005	-1	0
30307011	3	3	7	11	PeiFang_6	大力舍利方剂	大力舍利方剂。#r产出药品功能：增加力量15点，持续30分。#r#c00FF00（右键点击即可学习）	1	10000	50	9	10	700244	55	1	11	1	-1	4	配方	1	244	2005	-1	0
30307012	3	3	7	12	PeiFang_6	象力舍利方剂	象力舍利方剂。#r产出药品功能：增加力量30点，持续30分。#r#c00FF00（右键点击即可学习）	1	40000	600	9	10	700245	55	1	11	4	-1	4	配方	2	245	2005	-1	0
30307013	3	3	7	13	PeiFang_6	神力舍利方剂	神力舍利方剂。#r产出药品功能：增加力量50点，持续30分。#r#c00FF00（右键点击即可学习）	1	100000	4500	9	10	713501	55	1	11	10	-1	4	配方	3	246	2005	-1	0
30307014	3	3	7	14	PeiFang_6	小战火方剂	小战火方剂。#r产出药品功能：增加力量15点，持续30分。#r#c00FF00（右键点击即可学习）	1	10000	50	9	10	700247	55	1	12	1	-1	4	配方	1	247	2005	-1	0
30307015	3	3	7	15	PeiFang_6	狼烟火方剂	狼烟火方剂。#r产出药品功能：增加力量30点，持续30分。#r#c00FF00（右键点击即可学习）	1	40000	600	9	10	700248	55	1	12	4	-1	4	配方	2	248	2005	-1	0
30307016	3	3	7	16	PeiFang_6	连天火方剂	连天火方剂。#r产出药品功能：增加力量50点，持续30分。#r#c00FF00（右键点击即可学习）	1	100000	4500	9	10	713501	55	1	12	10	-1	4	配方	3	249	2005	-1	0
30307017	3	3	7	17	PeiFang_6	花子蚂蚁酒方剂	花子蚂蚁酒方剂。#r产出药品功能：增加力量15点，持续30分。#r#c00FF00（右键点击即可学习）	1	10000	50	9	10	700250	55	1	13	1	-1	4	配方	1	250	2005	-1	0
30307018	3	3	7	18	PeiFang_6	花子蜈蚣酒方剂	花子蜈蚣酒方剂。#r产出药品功能：增加力量30点，持续30分。#r#c00FF00（右键点击即可学习）	1	40000	600	9	10	700251	55	1	13	4	-1	4	配方	2	251	2005	-1	0
30307019	3	3	7	19	PeiFang_6	花子蟒蛇酒方剂	花子蟒蛇酒方剂。#r产出药品功能：增加力量50点，持续30分。#r#c00FF00（右键点击即可学习）	1	100000	4500	9	10	713501	55	1	13	10	-1	4	配方	3	252	2005	-1	0
30307020	3	3	7	20	PeiFang_6	通灵丹方剂	通灵丹方剂。#r产出药品功能：增加灵气15点，持续30分。#r#c00FF00（右键点击即可学习）	1	10000	50	9	10	700253	55	1	18	1	-1	4	配方	1	253	2005	-1	0
30307021	3	3	7	21	PeiFang_6	太极丹方剂	太极丹方剂。#r产出药品功能：增加灵气30点，持续30分。#r#c00FF00（右键点击即可学习）	1	40000	600	9	10	700254	55	1	18	4	-1	4	配方	2	254	2005	-1	0
30307022	3	3	7	22	PeiFang_6	圣灵丹方剂	圣灵丹方剂。#r产出药品功能：增加灵气50点，持续30分。#r#c00FF00（右键点击即可学习）	1	100000	4500	9	10	713501	55	1	18	10	-1	4	配方	3	255	2005	-1	0
30307023	3	3	7	23	PeiFang_6	通灵帖方剂	通灵帖方剂。#r产出药品功能：增加灵气15点，持续30分。#r#c00FF00（右键点击即可学习）	1	10000	50	9	10	700256	55	1	19	1	-1	4	配方	1	256	2005	-1	0
30307024	3	3	7	24	PeiFang_6	太极帖方剂	太极帖方剂。#r产出药品功能：增加灵气30点，持续30分。#r#c00FF00（右键点击即可学习）	1	40000	600	9	10	700257	55	1	19	4	-1	4	配方	2	257	2005	-1	0
30307025	3	3	7	25	PeiFang_6	圣灵帖方剂	圣灵帖方剂。#r产出药品功能：增加灵气50点，持续30分。#r#c00FF00（右键点击即可学习）	1	100000	4500	9	10	713501	55	1	19	10	-1	4	配方	3	258	2005	-1	0
