INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
ID	类型(策划分类用)	名称$1$	描述$1$	逻辑类型(程序用)	等级	时间	注释	阅历值	称号来源	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	属性类型	属性值	预留
259	24	缥缈之我意纵横	凌绝缥缈，我意纵横！	43	4	-1	挑战缥缈峰获得的称号	1	在之前的基础上获得90个缥缈玄符后兑换的称号。	0	2091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
260	25	广目天王	群星至，除煞时，广目天王今在此！	7	1	-1	杀星副本称号	1	打败所有煞星各1次获得的称号。	46	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
261	25	多闻天王	群星至，除煞时，多闻天王今在此！	7	1	-1	杀星副本称号	1	打败所有煞星各10次获得的称号。	46	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
262	25	增长天王	群星至，除煞时，增长天王今在此！	7	1	-1	杀星副本称号	1	打败所有煞星各50次获得的称号。	46	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
263	25	持国天王	群星至，除煞时，持国天王今在此！	7	1	-1	杀星副本称号	1	打败所有煞星各200次获得的称号。	46	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
264	26	凤凰古城的霸主	夺得凤凰平原胜利的英雄！	44	1	72	凤凰平原城战胜利获得的称号	1	凤凰平原城战胜利获得的称号。	48	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
265	27	登堂入室	炼气入体，突破三重。	45	2	-1	修炼称号	1	当前最高修炼境界达到第3重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
266	27	鹤立鸡群	炼气入体，突破四重。	45	3	-1	修炼称号	1	当前最高修炼境界达到第4重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
267	27	驾轻就熟	炼气入体，突破五重。	45	4	-1	修炼称号	1	当前最高修炼境界达到第5重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
268	27	非比寻常	炼气入体，突破六重。	45	5	-1	修炼称号	1	当前最高修炼境界达到第6重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
269	27	登峰造极	炼气入体，突破七重。	45	6	-1	修炼称号	1	当前最高修炼境界达到第7重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
270	27	技冠群雄	炼气入体，突破八重。	45	7	-1	修炼称号	1	当前最高修炼境界达到第8重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
271	27	一代宗师	炼气入体，突破九重。	45	8	-1	修炼称号	1	当前最高修炼境界达到第9重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
272	27	震古烁今	炼气入体，突破十重。	45	9	-1	修炼称号	1	当前最高修炼境界达到第10重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
273	27	超凡入圣	炼气入体，已臻化境。	45	10	-1	修炼称号	1	当前最高修炼境界达到第11重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
274	27	超凡入圣·五行强者	五行宝典，已臻至境。	45	11	-1	修炼称号	1	五行宝典的当前最高修炼等级达到第12重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
275	27	超凡入圣·无涯居士	无涯遗书，已臻至境。	45	11	-1	修炼称号	1	无涯遗书的当前最高修炼等级达到第12重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
276	27	天人合一	至境无境，至道无道。	45	12	-1	修炼称号	1	当前最高修炼境界都达到第12重时，获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
277	28	江南侠士	慕容初级男弟子。	0	0	-1	师门贡献	0	慕容男弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
278	28	复国勇士	慕容中级男弟子。	0	0	-1	师门贡献	0	慕容男弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
279	28	辅国谋士	慕容高级男弟子。	0	0	-1	师门贡献	0	慕容男弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
280	28	燕皇遗脉	慕容资深男弟子。	0	0	-1	师门贡献	0	慕容男弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
281	28	江南侠女	慕容初级女弟子。	0	0	-1	师门贡献	0	慕容女弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
282	28	茗香侠女	慕容中级女弟子。	0	0	-1	师门贡献	0	慕容女弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
283	28	弦韵侠女	慕容高级女弟子。	0	0	-1	师门贡献	0	慕容女弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
284	28	痴情红颜	慕容资深女弟子。	0	0	-1	师门贡献	0	慕容女弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
285	29	一剑倾天下	独步武林，莫敢与争。	47	1	48	华山论剑称号	1	华山论剑中夺得门派赛、个人赛双料冠军的门派弟子可以领取的称号。	48	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
286	30	绝尘江湖·少林	华山论剑，少林为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
287	30	绝尘江湖·明教	华山论剑，明教为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
288	30	绝尘江湖·丐帮	华山论剑，丐帮为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
289	30	绝尘江湖·武当	华山论剑，武当为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
290	30	绝尘江湖·峨嵋	华山论剑，峨眉为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
291	30	绝尘江湖·星宿	华山论剑，星宿为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
292	30	绝尘江湖·天龙	华山论剑，天龙为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
293	30	绝尘江湖·天山	华山论剑，天山为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
294	30	绝尘江湖·逍遥	华山论剑，逍遥为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
295	30	绝尘江湖·曼陀	华山论剑，曼陀为先！	46	1	48	华山论剑称号	1	取得华山论剑个人赛的前三名获得的称号。	48	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
296	31	$N球迷	专属称号，铁杆球迷的证明	61	1	-1	球迷节日活动称号	0	海外世界杯活动称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
297	32	热心球迷	观看世界蹴鞠大赛的热心球迷。	62	1	1440	南非世界杯称号	1	世界蹴鞠大赛竞猜积分在1000~3499之间给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
298	32	高端球迷	热爱世界蹴鞠大赛的高端球迷。	62	2	1440	南非世界杯称号	1	世界蹴鞠大赛竞猜积分在3500~5199之间给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
299	32	资深球帝	评论世界蹴鞠大赛的资深球帝。	62	3	1440	南非世界杯称号	1	世界蹴鞠大赛竞猜积分在5200~10399之间给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
300	32	黄金球神	鉴赏世界蹴鞠大赛的黄金球神。	62	4	1440	南非世界杯称号	1	世界蹴鞠大赛竞猜积分10400或以上给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
301	33	梦回天龙我为先	梦回天龙，我为先锋。	52	1	-1	参加怀旧·新天龙八部初心首测，角色等级达50级获得。	1	参加怀旧·新天龙八部初心首测，角色等级达50级获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
302	34	天龙故友·一载归来	相识一载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识一载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
303	34	天龙故友·二载归来	相识二载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识二载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
304	34	天龙故友·三载归来	相识三载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识三载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
305	34	天龙故友·四载归来	相识四载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识四载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
306	34	天龙故友·五载归来	相识五载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识五载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
307	34	天龙故友·六载归来	相识六载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识六载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
308	34	天龙故友·七载归来	相识七载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识七载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
309	34	天龙故友·八载归来	相识八载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识八载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
310	34	天龙故友·九载归来	相识九载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识九载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
311	34	天龙故友·十载归来	相识十载，再见故友。执手相看，言笑晏晏。	51	1	-1	成功使用天龙故友系列礼包后获得。	1	与新天龙八部相识十载的侠士，再现天龙江湖之时，所被授予的荣誉称号。成功使用天龙故友系列礼包后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
312	34	旷世嵩迷	音乐纯粹，爱嵩绝对。天龙江湖，有你相陪。许嵩歌迷的可爱凭证。	53	1	-1	使用爱嵩绝对礼匣后获得。	1	使用爱嵩绝对礼匣后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
313	35	年华梦里故人来	2020年新天龙八部嘉年华，等你来耍~	54	1	-1	成功使用天龙游侠锦盒或天龙豪侠锦盒后获得。	1	成功使用天龙游侠锦盒或天龙豪侠锦盒后获得。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
314	36	$N大掌柜	生意兴隆，财运亨通。九州商会，与君相逢。	26	1	-1	道具	1	通过成为九州商会店主而获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
315	37	$N大掌柜	生意兴隆，财运亨通。九州商会，与君相逢。	27	1	-1	珍兽	1	通过成为九州商会店主而获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
316	38	$N的弟子	师徒称号。	25	1	-1	师徒称号	1	通过拜师成为其他玩家的弟子而获得的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
317	12	曼陀侠士	曼陀初级男弟子。	21	1	-1	师门贡献	1	曼陀男弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
318	12	凝徽琴师	曼陀中级男弟子。	21	2	-1	师门贡献	1	曼陀男弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
319	12	拂晓琴宗	曼陀高级男弟子。	21	3	-1	师门贡献	1	曼陀男弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
320	12	渡情琴仙	曼陀资深男弟子。	21	4	-1	师门贡献	1	曼陀男弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
321	12	曼陀侠女	曼陀初级女弟子。	21	1	-1	师门贡献	1	曼陀女弟子默认给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
322	12	聆韵琴师	曼陀中级女弟子。	21	2	-1	师门贡献	1	曼陀女弟子的师门贡献度达到1000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
323	12	清照琴宗	曼陀高级女弟子。	21	3	-1	师门贡献	1	曼陀女弟子的师门贡献度达到2500给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
324	12	观情琴仙	曼陀资深女弟子。	21	4	-1	师门贡献	1	曼陀女弟子的师门贡献度达到5000给予的称号。	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
