INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
204	70501120	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70501121	0	升级后整套的套装效果将提升为：#G外功防御+1642#W；#G内功防御+1642#W；#G血上限+3056#W；#G增加灵气技能对玩家的生效几率（2星套装效果）#W。
205	70501121	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501122	1	升级后整套的套装效果将提升为：#G外功防御+2464#W；#G内功防御+2464#W；#G血上限+4584#W；#G增加灵气技能对玩家的生效几率（3星套装效果）#W。
206	70501122	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501123	1	升级后整套的套装效果将提升为：#G外功防御+3284#W；#G内功防御+3284#W；#G血上限+6112#W；#G增加灵气技能对玩家的生效几率（4星套装效果）#W。
207	70501123	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501124	1	升级后整套的套装效果将提升为：#G外功防御+4106#W；#G内功防御+4106#W；#G血上限+7640#W；#G增加灵气技能对玩家的生效几率（5星套装效果）#W。
208	70501125	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70501126	0	升级后整套的套装效果将提升为：#G身法+82#W；#G命中+2142#W；#G血上限+3056#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
209	70501126	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501127	1	升级后整套的套装效果将提升为：#G身法+122#W；#G命中+3212#W；#G血上限+4584#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
210	70501127	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501128	1	升级后整套的套装效果将提升为：#G身法+164#W；#G命中+4282#W；#G血上限+6112#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
211	70501128	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501129	1	升级后整套的套装效果将提升为：#G身法+204#W；#G命中+5352#W；#G血上限+7640#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
212	70501130	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70501131	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G身法+82#W；#G血上限+3056#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
213	70501131	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70501132	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G身法+122#W；#G血上限+4584#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
214	70501132	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70501133	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G身法+164#W；#G血上限+6112#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
215	70501133	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70501134	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G身法+204#W；#G血上限+7640#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
216	70502000	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502001	0	升级后整套的套装效果将提升为：#G外功攻击+1328#W；#G命中+1718#W；#G力量+66#W；#G猛击技能释放时额外增加外功攻击（2星套装效果）#W。
217	70502001	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502002	1	升级后整套的套装效果将提升为：#G外功攻击+1992#W；#G命中+2576#W；#G力量+98#W；#G猛击技能释放时额外增加外功攻击（3星套装效果）#W。
218	70502002	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502003	1	升级后整套的套装效果将提升为：#G外功攻击+2654#W；#G命中+3434#W；#G力量+132#W；#G猛击技能释放时额外增加外功攻击（4星套装效果）#W。
219	70502003	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502004	1	升级后整套的套装效果将提升为：#G外功攻击+3318#W；#G命中+4292#W；#G力量+164#W；#G猛击技能释放时额外增加外功攻击（5星套装效果）#W。
220	70502005	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502006	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G力量+66#W；#G增加摔绊技能对目标的生效几率（2星套装效果）#W。
221	70502006	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502007	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G力量+98#W；#G增加摔绊技能对目标的生效几率（3星套装效果）#W。
222	70502007	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502008	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G力量+132#W；#G增加摔绊技能对目标的生效几率（4星套装效果）#W。
223	70502008	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502009	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G力量+164#W；#G增加摔绊技能对目标的生效几率（5星套装效果）#W。
224	70502010	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502011	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G力量+66#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
225	70502011	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502012	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G力量+98#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
226	70502012	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502013	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G力量+132#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
227	70502013	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502014	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G力量+164#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
228	70502015	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502016	0	升级后整套的套装效果将提升为：#G内功攻击+1328#W；#G命中+1718#W；#G灵气+66#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（2星套装效果）#W。
229	70502016	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502017	1	升级后整套的套装效果将提升为：#G内功攻击+1992#W；#G命中+2576#W；#G灵气+98#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（3星套装效果）#W。
230	70502017	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502018	1	升级后整套的套装效果将提升为：#G内功攻击+2654#W；#G命中+3434#W；#G灵气+132#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（4星套装效果）#W。
231	70502018	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502019	1	升级后整套的套装效果将提升为：#G内功攻击+3318#W；#G命中+4292#W；#G灵气+164#W；#G烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击（5星套装效果）#W。
232	70502020	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502021	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G灵气+66#W；#G增加摔绊技能对目标的生效几率（2星套装效果）#W。
233	70502021	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502022	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G灵气+98#W；#G增加摔绊技能对目标的生效几率（3星套装效果）#W。
234	70502022	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502023	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G灵气+132#W；#G增加摔绊技能对目标的生效几率（4星套装效果）#W。
235	70502023	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502024	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G灵气+164#W；#G增加摔绊技能对目标的生效几率（5星套装效果）#W。
236	70502025	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502026	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G血上限+2434#W；#G灵气+66#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
237	70502026	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502027	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G血上限+3650#W；#G灵气+98#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
238	70502027	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502028	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G血上限+4868#W；#G灵气+132#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
239	70502028	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502029	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G血上限+6084#W；#G灵气+164#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
240	70502030	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502031	0	升级后整套的套装效果将提升为：#G外功防御+1312#W；#G内功防御+1312#W；#G血上限+2434#W；#G增加灵动技能对珍兽自己的生效几率（2星套装效果）#W。
241	70502031	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502032	1	升级后整套的套装效果将提升为：#G外功防御+1966#W；#G内功防御+1966#W；#G血上限+3650#W；#G增加灵动技能对珍兽自己的生效几率（3星套装效果）#W。
242	70502032	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502033	1	升级后整套的套装效果将提升为：#G外功防御+2622#W；#G内功防御+2622#W；#G血上限+4868#W；#G增加灵动技能对珍兽自己的生效几率（4星套装效果）#W。
243	70502033	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502034	1	升级后整套的套装效果将提升为：#G外功防御+3276#W；#G内功防御+3276#W；#G血上限+6084#W；#G增加灵动技能对珍兽自己的生效几率（5星套装效果）#W。
244	70502035	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502036	0	升级后整套的套装效果将提升为：#G身法+66#W；#G命中+1718#W；#G血上限+2434#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
245	70502036	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502037	1	升级后整套的套装效果将提升为：#G身法+98#W；#G命中+2576#W；#G血上限+3650#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
246	70502037	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502038	1	升级后整套的套装效果将提升为：#G身法+132#W；#G命中+3434#W；#G血上限+4868#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
247	70502038	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502039	1	升级后整套的套装效果将提升为：#G身法+164#W；#G命中+4292#W；#G血上限+6084#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
248	70502040	20301009	3	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502041	0	升级后整套的套装效果将提升为：#G命中+1718#W；#G身法+66#W；#G血上限+2434#W；#G增加虚弱技能对目标的生效几率（2星套装效果）#W。
249	70502041	20301009	5	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502042	1	升级后整套的套装效果将提升为：#G命中+2576#W；#G身法+98#W；#G血上限+3650#W；#G增加虚弱技能对目标的生效几率（3星套装效果）#W。
250	70502042	20301009	7	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502043	1	升级后整套的套装效果将提升为：#G命中+3434#W；#G身法+132#W；#G血上限+4868#W；#G增加虚弱技能对目标的生效几率（4星套装效果）#W。
251	70502043	20301009	11	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502044	1	升级后整套的套装效果将提升为：#G命中+4292#W；#G身法+164#W；#G血上限+6084#W；#G增加虚弱技能对目标的生效几率（5星套装效果）#W。
252	70502045	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502046	0	升级后整套的套装效果将提升为：#G外功攻击+1496#W；#G命中+1930#W；#G力量+74#W；#G增加猛击技能的释放几率（2星套装效果）#W。
253	70502046	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502047	1	升级后整套的套装效果将提升为：#G外功攻击+2244#W；#G命中+2894#W；#G力量+110#W；#G增加猛击技能的释放几率（3星套装效果）#W。
254	70502047	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502048	1	升级后整套的套装效果将提升为：#G外功攻击+2990#W；#G命中+3858#W；#G力量+148#W；#G增加猛击技能的释放几率（4星套装效果）#W。
255	70502048	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502049	1	升级后整套的套装效果将提升为：#G外功攻击+3738#W；#G命中+4822#W；#G力量+184#W；#G增加猛击技能的释放几率（5星套装效果）#W。
256	70502050	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502051	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G力量+74#W；#G增加反震技能对目标的生效几率（2星套装效果）#W。
257	70502051	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502052	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G力量+110#W；#G增加反震技能对目标的生效几率（3星套装效果）#W。
258	70502052	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502053	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G力量+148#W；#G增加反震技能对目标的生效几率（4星套装效果）#W。
259	70502053	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502054	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G力量+184#W；#G增加反震技能对目标的生效几率（5星套装效果）#W。
260	70502055	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502056	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G力量+74#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
261	70502056	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502057	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G力量+110#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
262	70502057	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502058	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G力量+148#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
263	70502058	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502059	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G力量+184#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
264	70502060	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502061	0	升级后整套的套装效果将提升为：#G内功攻击+1496#W；#G命中+1930#W；#G灵气+74#W；#G痛击技能释放时额外增加内功攻击（2星套装效果）#W。
265	70502061	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502062	1	升级后整套的套装效果将提升为：#G内功攻击+2244#W；#G命中+2894#W；#G灵气+110#W；#G痛击技能释放时额外增加内功攻击（3星套装效果）#W。
266	70502062	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502063	1	升级后整套的套装效果将提升为：#G内功攻击+2990#W；#G命中+3858#W；#G灵气+148#W；#G痛击技能释放时额外增加内功攻击（4星套装效果）#W。
267	70502063	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502064	1	升级后整套的套装效果将提升为：#G内功攻击+3738#W；#G命中+4822#W；#G灵气+184#W；#G痛击技能释放时额外增加内功攻击（5星套装效果）#W。
268	70502065	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502066	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G灵气+74#W；#G增加反震技能对目标的生效几率（2星套装效果）#W。
269	70502066	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502067	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G灵气+110#W；#G增加反震技能对目标的生效几率（3星套装效果）#W。
270	70502067	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502068	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G灵气+148#W；#G增加反震技能对目标的生效几率（4星套装效果）#W。
271	70502068	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502069	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G灵气+184#W；#G增加反震技能对目标的生效几率（5星套装效果）#W。
272	70502070	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502071	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G血上限+2746#W；#G灵气+74#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
273	70502071	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502072	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G血上限+4118#W；#G灵气+110#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
274	70502072	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502073	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G血上限+5490#W；#G灵气+148#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
275	70502073	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502074	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G血上限+6862#W；#G灵气+184#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
276	70502075	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502076	0	升级后整套的套装效果将提升为：#G外功防御+1476#W；#G内功防御+1476#W；#G血上限+2746#W；#G增加忠心技能对玩家的生效几率（2星套装效果）#W。
277	70502076	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502077	1	升级后整套的套装效果将提升为：#G外功防御+2214#W；#G内功防御+2214#W；#G血上限+4118#W；#G增加忠心技能对玩家的生效几率（3星套装效果）#W。
278	70502077	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502078	1	升级后整套的套装效果将提升为：#G外功防御+2952#W；#G内功防御+2952#W；#G血上限+5490#W；#G增加忠心技能对玩家的生效几率（4星套装效果）#W。
279	70502078	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502079	1	升级后整套的套装效果将提升为：#G外功防御+3690#W；#G内功防御+3690#W；#G血上限+6862#W；#G增加忠心技能对玩家的生效几率（5星套装效果）#W。
280	70502080	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502081	0	升级后整套的套装效果将提升为：#G身法+74#W；#G命中+1930#W；#G血上限+2746#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
281	70502081	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502082	1	升级后整套的套装效果将提升为：#G身法+110#W；#G命中+2894#W；#G血上限+4118#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
282	70502082	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502083	1	升级后整套的套装效果将提升为：#G身法+148#W；#G命中+3858#W；#G血上限+5490#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
283	70502083	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502084	1	升级后整套的套装效果将提升为：#G身法+184#W；#G命中+4822#W；#G血上限+6862#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
284	70502085	20301009	16	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502086	0	升级后整套的套装效果将提升为：#G命中+1930#W；#G身法+74#W；#G血上限+2746#W；#G增加吸气技能对目标的生效几率（2星套装效果）#W。
285	70502086	20301009	18	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502087	1	升级后整套的套装效果将提升为：#G命中+2894#W；#G身法+110#W；#G血上限+4118#W；#G增加吸气技能对目标的生效几率（3星套装效果）#W。
286	70502087	20301009	20	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502088	1	升级后整套的套装效果将提升为：#G命中+3858#W；#G身法+148#W；#G血上限+5490#W；#G增加吸气技能对目标的生效几率（4星套装效果）#W。
287	70502088	20301009	24	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502089	1	升级后整套的套装效果将提升为：#G命中+4822#W；#G身法+184#W；#G血上限+6862#W；#G增加吸气技能对目标的生效几率（5星套装效果）#W。
288	70502090	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502091	0	升级后整套的套装效果将提升为：#G外功攻击+1664#W；#G命中+2142#W；#G力量+82#W；#G增加连击技能的释放几率（2星套装效果）#W。
289	70502091	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502092	1	升级后整套的套装效果将提升为：#G外功攻击+2496#W；#G命中+3212#W；#G力量+122#W；#G增加连击技能的释放几率（3星套装效果）#W。
290	70502092	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502093	1	升级后整套的套装效果将提升为：#G外功攻击+3326#W；#G命中+4282#W；#G力量+164#W；#G增加连击技能的释放几率（4星套装效果）#W。
291	70502093	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502094	1	升级后整套的套装效果将提升为：#G外功攻击+4158#W；#G命中+5352#W；#G力量+204#W；#G增加连击技能的释放几率（5星套装效果）#W。
292	70502095	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502096	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G力量+82#W；#G增加反击技能对目标的生效几率（2星套装效果）#W。
293	70502096	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502097	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G力量+122#W；#G增加反击技能对目标的生效几率（3星套装效果）#W。
294	70502097	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502098	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G力量+164#W；#G增加反击技能对目标的生效几率（4星套装效果）#W。
295	70502098	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502099	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G力量+204#W；#G增加反击技能对目标的生效几率（5星套装效果）#W。
296	70502100	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502101	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G力量+82#W；#G增加打怒技能对目标的生效几率（2星套装效果）#W。
297	70502101	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502102	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G力量+122#W；#G增加打怒技能对目标的生效几率（3星套装效果）#W。
298	70502102	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502103	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G力量+164#W；#G增加打怒技能对目标的生效几率（4星套装效果）#W。
299	70502103	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502104	1	升级后整套的套装效果将提升为：#G命中+5352#W；#G血上限+7640#W；#G力量+204#W；#G增加打怒技能对目标的生效几率（5星套装效果）#W。
300	70502105	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502106	0	升级后整套的套装效果将提升为：#G内功攻击+1664#W；#G命中+2142#W；#G灵气+82#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（2星套装效果）#W。
301	70502106	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502107	1	升级后整套的套装效果将提升为：#G内功攻击+2496#W；#G命中+3212#W；#G灵气+122#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（3星套装效果）#W。
302	70502107	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502108	1	升级后整套的套装效果将提升为：#G内功攻击+3326#W；#G命中+4282#W；#G灵气+164#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（4星套装效果）#W。
303	70502108	20301009	56	-1	-1	-1	-1	100	40000	-1	-1	-1	-1	-1	-1	100	40000	70502109	1	升级后整套的套装效果将提升为：#G内功攻击+4158#W；#G命中+5352#W；#G灵气+204#W；#G增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率（5星套装效果）#W。
304	70502110	20301009	36	-1	-1	-1	-1	100	10000	-1	-1	-1	-1	-1	-1	100	10000	70502111	0	升级后整套的套装效果将提升为：#G命中+2142#W；#G血上限+3056#W；#G灵气+82#W；#G增加反击技能对目标的生效几率（2星套装效果）#W。
305	70502111	20301009	43	-1	-1	-1	-1	100	20000	-1	-1	-1	-1	-1	-1	100	20000	70502112	1	升级后整套的套装效果将提升为：#G命中+3212#W；#G血上限+4584#W；#G灵气+122#W；#G增加反击技能对目标的生效几率（3星套装效果）#W。
306	70502112	20301009	50	-1	-1	-1	-1	100	30000	-1	-1	-1	-1	-1	-1	100	30000	70502113	1	升级后整套的套装效果将提升为：#G命中+4282#W；#G血上限+6112#W；#G灵气+164#W；#G增加反击技能对目标的生效几率（4星套装效果）#W。
