INT	INT	INT	INT	INT
nIndex	旧外观ID	幻化外观	金币	预留数据
22622	22622	-1	800000	0	
22623	22623	-1	800000	0	
22624	22624	-1	800000	0	
22625	22625	-1	800000	0	
22626	22626	-1	800000	0	
22629	22629	-1	800000	0	
22631	22631	25331	990000	0	
22632	22632	25331	990000	0	
22633	22633	25331	990000	0	
22634	22634	25331	990000	0	
22635	22635	25331	990000	0	
22636	22636	25331	990000	0	
22637	22637	25331	990000	0	
22639	22639	25331	990000	0	
22641	22641	25641	990000	0	
22642	22642	25641	990000	0	
22643	22643	25641	990000	0	
22644	22644	25641	990000	0	
22645	22645	25641	990000	0	
22646	22646	25641	990000	0	
22647	22647	25641	990000	0	
22648	22648	25641	990000	0	
22649	22649	25641	990000	0	
22651	22651	-1	100000	0	
22652	22652	-1	100000	0	
22659	22659	-1	100000	0	
22661	22661	-1	500000	0	
22662	22662	-1	500000	0	
22663	22663	-1	500000	0	
22669	22669	-1	500000	0	
22671	22671	-1	600000	0	
22672	22672	-1	600000	0	
22673	22673	-1	600000	0	
22674	22674	-1	600000	0	
22679	22679	-1	600000	0	
22681	22681	-1	700000	0	
22682	22682	-1	700000	0	
22683	22683	-1	700000	0	
22684	22684	-1	700000	0	
22685	22685	-1	700000	0	
22689	22689	-1	700000	0	
22691	22691	-1	800000	0	
22692	22692	-1	800000	0	
22693	22693	-1	800000	0	
22694	22694	-1	800000	0	
22695	22695	-1	800000	0	
22696	22696	-1	800000	0	
22699	22699	-1	800000	0	
22701	22701	25341	990000	0	
22702	22702	25341	990000	0	
22703	22703	25341	990000	0	
22704	22704	25341	990000	0	
22705	22705	25341	990000	0	
22706	22706	25341	990000	0	
22707	22707	25341	990000	0	
22709	22709	25341	990000	0	
22711	22711	25651	990000	0	
22712	22712	25651	990000	0	
22713	22713	25651	990000	0	
22714	22714	25651	990000	0	
22715	22715	25651	990000	0	
22716	22716	25651	990000	0	
22717	22717	25651	990000	0	
22718	22718	25651	990000	0	
22719	22719	25651	990000	0	
22721	22721	-1	100000	0	
22722	22722	-1	100000	0	
22729	22729	-1	100000	0	
22731	22731	-1	500000	0	
22732	22732	-1	500000	0	
22733	22733	-1	500000	0	
22739	22739	-1	500000	0	
22741	22741	-1	600000	0	
22742	22742	-1	600000	0	
22743	22743	-1	600000	0	
22744	22744	-1	600000	0	
22749	22749	-1	600000	0	
22751	22751	-1	700000	0	
22752	22752	-1	700000	0	
22753	22753	-1	700000	0	
22754	22754	-1	700000	0	
22755	22755	-1	700000	0	
22759	22759	-1	700000	0	
22761	22761	-1	800000	0	
22762	22762	-1	800000	0	
22763	22763	-1	800000	0	
22764	22764	-1	800000	0	
22765	22765	-1	800000	0	
22766	22766	-1	800000	0	
22769	22769	-1	800000	0	
22771	22771	25661	990000	0	
22772	22772	25661	990000	0	
22773	22773	25661	990000	0	
22774	22774	25661	990000	0	
22775	22775	25661	990000	0	
22776	22776	25661	990000	0	
22777	22777	25661	990000	0	
22779	22779	25661	990000	0	
22781	22781	25671	990000	0	
22782	22782	25671	990000	0	
22783	22783	25671	990000	0	
22784	22784	25671	990000	0	
22785	22785	25671	990000	0	
22786	22786	25671	990000	0	
22787	22787	25671	990000	0	
22788	22788	25671	990000	0	
22789	22789	25671	990000	0	
22791	22791	-1	100000	0	
22792	22792	-1	100000	0	
22799	22799	-1	100000	0	
22801	22801	-1	500000	0	
22802	22802	-1	500000	0	
22803	22803	-1	500000	0	
22809	22809	-1	500000	0	
22811	22811	-1	600000	0	
22812	22812	-1	600000	0	
22813	22813	-1	600000	0	
22814	22814	-1	600000	0	
22819	22819	-1	600000	0	
22821	22821	-1	700000	0	
22822	22822	-1	700000	0	
22823	22823	-1	700000	0	
22824	22824	-1	700000	0	
22825	22825	-1	700000	0	
22829	22829	-1	700000	0	
22831	22831	-1	800000	0	
22832	22832	-1	800000	0	
22833	22833	-1	800000	0	
22834	22834	-1	800000	0	
22835	22835	-1	800000	0	
22836	22836	-1	800000	0	
22839	22839	-1	800000	0	
22841	22841	25681	990000	0	
22842	22842	25681	990000	0	
22843	22843	25681	990000	0	
22844	22844	25681	990000	0	
22845	22845	25681	990000	0	
22846	22846	25681	990000	0	
22847	22847	25681	990000	0	
22849	22849	25681	990000	0	
22851	22851	25691	990000	0	
22852	22852	25691	990000	0	
22853	22853	25691	990000	0	
22854	22854	25691	990000	0	
22855	22855	25691	990000	0	
22856	22856	25691	990000	0	
22857	22857	25691	990000	0	
22858	22858	25691	990000	0	
22859	22859	25691	990000	0	
22861	22861	-1	100000	0	
22862	22862	-1	100000	0	
22869	22869	-1	100000	0	
22871	22871	-1	500000	0	
22872	22872	-1	500000	0	
22873	22873	-1	500000	0	
22879	22879	-1	500000	0	
22881	22881	-1	600000	0	
22882	22882	-1	600000	0	
22883	22883	-1	600000	0	
22884	22884	-1	600000	0	
22889	22889	-1	600000	0	
22891	22891	-1	700000	0	
22892	22892	-1	700000	0	
22893	22893	-1	700000	0	
22894	22894	-1	700000	0	
22895	22895	-1	700000	0	
22899	22899	-1	700000	0	
22901	22901	-1	800000	0	
22902	22902	-1	800000	0	
22903	22903	-1	800000	0	
22904	22904	-1	800000	0	
22905	22905	-1	800000	0	
22906	22906	-1	800000	0	
22909	22909	-1	800000	0	
22911	22911	25701	990000	0	
22912	22912	25701	990000	0	
22913	22913	25701	990000	0	
22914	22914	25701	990000	0	
22915	22915	25701	990000	0	
22916	22916	25701	990000	0	
22917	22917	25701	990000	0	
22919	22919	25701	990000	0	
22921	22921	25711	990000	0	
22922	22922	25711	990000	0	
22923	22923	25711	990000	0	
22924	22924	25711	990000	0	
22925	22925	25711	990000	0	
22926	22926	25711	990000	0	
22927	22927	25711	990000	0	
22928	22928	25711	990000	0	
22929	22929	25711	990000	0	
22931	22931	-1	100000	0	
22932	22932	-1	100000	0	
22939	22939	-1	100000	0	
22941	22941	-1	100000	0	
22942	22942	-1	100000	0	
22949	22949	-1	100000	0	
22951	22951	-1	500000	0	
22952	22952	-1	500000	0	
22953	22953	-1	500000	0	
22959	22959	-1	500000	0	
22961	22961	-1	600000	0	
22962	22962	-1	600000	0	
22963	22963	-1	600000	0	
22964	22964	-1	600000	0	
22969	22969	-1	600000	0	
22971	22971	-1	700000	0	
22972	22972	-1	700000	0	
22973	22973	-1	700000	0	
22974	22974	-1	700000	0	
22975	22975	-1	700000	0	
22979	22979	-1	700000	0	
22981	22981	-1	800000	0	
22982	22982	-1	800000	0	
22983	22983	-1	800000	0	
22984	22984	-1	800000	0	
22985	22985	-1	800000	0	
22986	22986	-1	800000	0	
22989	22989	-1	800000	0	
22991	22991	25241	990000	0	
22992	22992	25241	990000	0	
22993	22993	25241	990000	0	
22994	22994	25241	990000	0	
22995	22995	25241	990000	0	
22996	22996	25241	990000	0	
22997	22997	25241	990000	0	
22999	22999	25241	990000	0	
23001	23001	25551	990000	0	
23002	23002	25551	990000	0	
23003	23003	25551	990000	0	
23004	23004	25551	990000	0	
23005	23005	25551	990000	0	
23006	23006	25551	990000	0	
23007	23007	25551	990000	0	
23008	23008	25551	990000	0	
23009	23009	25551	990000	0	
23011	23011	-1	100000	0	
23012	23012	-1	100000	0	
23013	23013	-1	100000	0	
23014	23014	-1	100000	0	
23015	23015	-1	100000	0	
23016	23016	-1	100000	0	
23017	23017	-1	100000	0	
23018	23018	-1	100000	0	
23019	23019	-1	100000	0	
23021	23021	-1	600000	0	
23022	23022	-1	600000	0	
23023	23023	-1	600000	0	
23024	23024	-1	600000	0	
23025	23025	-1	600000	0	
23026	23026	-1	600000	0	
23027	23027	-1	600000	0	
23028	23028	-1	600000	0	
23029	23029	-1	600000	0	
23031	23031	-1	990000	0	
23032	23032	-1	990000	0	
23033	23033	-1	990000	0	
23034	23034	-1	990000	0	
23035	23035	-1	990000	0	
23036	23036	-1	990000	0	
23037	23037	-1	990000	0	
23038	23038	-1	990000	0	
23039	23039	-1	990000	0	
23041	23041	-1	100000	0	
23042	23042	-1	100000	0	
23049	23049	-1	100000	0	
23051	23051	-1	500000	0	
23052	23052	-1	500000	0	
23053	23053	-1	500000	0	
23059	23059	-1	500000	0	
23061	23061	-1	600000	0	
23062	23062	-1	600000	0	
23063	23063	-1	600000	0	
23064	23064	-1	600000	0	
23069	23069	-1	600000	0	
23071	23071	-1	700000	0	
23072	23072	-1	700000	0	
23073	23073	-1	700000	0	
23074	23074	-1	700000	0	
23075	23075	-1	700000	0	
23079	23079	-1	700000	0	
23081	23081	-1	800000	0	
23082	23082	-1	800000	0	
23083	23083	-1	800000	0	
23084	23084	-1	800000	0	
23085	23085	-1	800000	0	
23086	23086	-1	800000	0	
23089	23089	-1	800000	0	
23091	23091	25721	990000	0	
23092	23092	25721	990000	0	
23093	23093	25721	990000	0	
23094	23094	25721	990000	0	
23095	23095	25721	990000	0	
23096	23096	25721	990000	0	
23097	23097	25721	990000	0	
23099	23099	25721	990000	0	
23101	23101	25731	990000	0	
23102	23102	25731	990000	0	
23103	23103	25731	990000	0	
23104	23104	25731	990000	0	
23105	23105	25731	990000	0	
23106	23106	25731	990000	0	
23107	23107	25731	990000	0	
23108	23108	25731	990000	0	
23109	23109	25731	990000	0	
23111	23111	-1	100000	0	
23112	23112	-1	100000	0	
23119	23119	-1	100000	0	
23121	23121	-1	500000	0	
23122	23122	-1	500000	0	
23123	23123	-1	500000	0	
23129	23129	-1	500000	0	
23131	23131	-1	600000	0	
23132	23132	-1	600000	0	
23133	23133	-1	600000	0	
23134	23134	-1	600000	0	
23139	23139	-1	600000	0	
23141	23141	-1	700000	0	
23142	23142	-1	700000	0	
23143	23143	-1	700000	0	
23144	23144	-1	700000	0	
23145	23145	-1	700000	0	
23149	23149	-1	700000	0	
23151	23151	-1	800000	0	
23152	23152	-1	800000	0	
23153	23153	-1	800000	0	
23154	23154	-1	800000	0	
23155	23155	-1	800000	0	
23156	23156	-1	800000	0	
23159	23159	-1	800000	0	
23161	23161	25741	990000	0	
23162	23162	25741	990000	0	
23163	23163	25741	990000	0	
23164	23164	25741	990000	0	
23165	23165	25741	990000	0	
23166	23166	25741	990000	0	
23167	23167	25741	990000	0	
23169	23169	25741	990000	0	
23171	23171	25751	990000	0	
23172	23172	25751	990000	0	
23173	23173	25751	990000	0	
23174	23174	25751	990000	0	
23175	23175	25751	990000	0	
23176	23176	25751	990000	0	
23177	23177	25751	990000	0	
23178	23178	25751	990000	0	
23179	23179	25751	990000	0	
23181	23181	-1	100000	0	
23182	23182	-1	100000	0	
23189	23189	-1	100000	0	
23191	23191	-1	500000	0	
23192	23192	-1	500000	0	
23193	23193	-1	500000	0	
23199	23199	-1	500000	0	
23201	23201	-1	600000	0	
23202	23202	-1	600000	0	
23203	23203	-1	600000	0	
23204	23204	-1	600000	0	
23209	23209	-1	600000	0	
23211	23211	-1	700000	0	
23212	23212	-1	700000	0	
23213	23213	-1	700000	0	
23214	23214	-1	700000	0	
23215	23215	-1	700000	0	
23219	23219	-1	700000	0	
23221	23221	-1	800000	0	
23222	23222	-1	800000	0	
23223	23223	-1	800000	0	
23224	23224	-1	800000	0	
23225	23225	-1	800000	0	
23226	23226	-1	800000	0	
23229	23229	-1	800000	0	
23231	23231	25771	990000	0	
23232	23232	25771	990000	0	
23233	23233	25771	990000	0	
23234	23234	25771	990000	0	
23235	23235	25771	990000	0	
23236	23236	25771	990000	0	
23237	23237	25771	990000	0	
23239	23239	25771	990000	0	
23241	23241	25781	990000	0	
23242	23242	25781	990000	0	
23243	23243	25781	990000	0	
23244	23244	25781	990000	0	
23245	23245	25781	990000	0	
23246	23246	25781	990000	0	
23247	23247	25781	990000	0	
23248	23248	25781	990000	0	
23249	23249	25781	990000	0	
23251	23251	-1	100000	0	
23252	23252	-1	100000	0	
23259	23259	-1	100000	0	
23261	23261	-1	500000	0	
23262	23262	-1	500000	0	
23263	23263	-1	500000	0	
23269	23269	-1	500000	0	
23271	23271	-1	600000	0	
23272	23272	-1	600000	0	
23273	23273	-1	600000	0	
23274	23274	-1	600000	0	
23279	23279	-1	600000	0	
23281	23281	-1	700000	0	
23282	23282	-1	700000	0	
23283	23283	-1	700000	0	
23284	23284	-1	700000	0	
23285	23285	-1	700000	0	
23289	23289	-1	700000	0	
23291	23291	-1	800000	0	
23292	23292	-1	800000	0	
23293	23293	-1	800000	0	
23294	23294	-1	800000	0	
23295	23295	-1	800000	0	
23296	23296	-1	800000	0	
23299	23299	-1	800000	0	
23301	23301	25791	990000	0	
23302	23302	25791	990000	0	
23303	23303	25791	990000	0	
23304	23304	25791	990000	0	
23305	23305	25791	990000	0	
23306	23306	25791	990000	0	
23307	23307	25791	990000	0	
23309	23309	25791	990000	0	
23311	23311	25801	990000	0	
23312	23312	25801	990000	0	
23313	23313	25801	990000	0	
23314	23314	25801	990000	0	
23315	23315	25801	990000	0	
23316	23316	25801	990000	0	
23317	23317	25801	990000	0	
23318	23318	25801	990000	0	
23319	23319	25801	990000	0	
23331	23331	-1	100000	0	
23332	23332	-1	100000	0	
23339	23339	-1	100000	0	
23341	23341	-1	500000	0	
23342	23342	-1	500000	0	
23343	23343	-1	500000	0	
23349	23349	-1	500000	0	
23351	23351	-1	600000	0	
23352	23352	-1	600000	0	
23353	23353	-1	600000	0	
23354	23354	-1	600000	0	
23359	23359	-1	600000	0	
23361	23361	-1	700000	0	
23362	23362	-1	700000	0	
23363	23363	-1	700000	0	
23364	23364	-1	700000	0	
23365	23365	-1	700000	0	
23369	23369	-1	700000	0	
23371	23371	-1	800000	0	
23372	23372	-1	800000	0	
23373	23373	-1	800000	0	
23374	23374	-1	800000	0	
23375	23375	-1	800000	0	
23376	23376	-1	800000	0	
23379	23379	-1	800000	0	
23381	23381	25811	990000	0	
23382	23382	25811	990000	0	
23383	23383	25811	990000	0	
23384	23384	25811	990000	0	
23385	23385	25811	990000	0	
23386	23386	25811	990000	0	
23387	23387	25811	990000	0	
23389	23389	25811	990000	0	
23391	23391	25821	990000	0	
23392	23392	25821	990000	0	
23393	23393	25821	990000	0	
23394	23394	25821	990000	0	
23395	23395	25821	990000	0	
23396	23396	25821	990000	0	
23397	23397	25821	990000	0	
23398	23398	25821	990000	0	
23399	23399	25821	990000	0	
23401	23401	-1	100000	0	
23402	23402	-1	100000	0	
23409	23409	-1	100000	0	
23411	23411	-1	500000	0	
23412	23412	-1	500000	0	
23413	23413	-1	500000	0	
23419	23419	-1	500000	0	
23421	23421	-1	600000	0	
23422	23422	-1	600000	0	
23423	23423	-1	600000	0	
23424	23424	-1	600000	0	
23429	23429	-1	600000	0	
23431	23431	-1	700000	0	
23432	23432	-1	700000	0	
23433	23433	-1	700000	0	
23434	23434	-1	700000	0	
23435	23435	-1	700000	0	
23439	23439	-1	700000	0	
23441	23441	-1	800000	0	
23442	23442	-1	800000	0	
23443	23443	-1	800000	0	
23444	23444	-1	800000	0	
23445	23445	-1	800000	0	
23446	23446	-1	800000	0	
23449	23449	-1	800000	0	
23451	23451	25831	990000	0	
23452	23452	25831	990000	0	
23453	23453	25831	990000	0	
23454	23454	25831	990000	0	
23455	23455	25831	990000	0	
23456	23456	25831	990000	0	
23457	23457	25831	990000	0	
23459	23459	25831	990000	0	
23461	23461	25841	990000	0	
23462	23462	25841	990000	0	
23463	23463	25841	990000	0	
23464	23464	25841	990000	0	
23465	23465	25841	990000	0	
23466	23466	25841	990000	0	
23467	23467	25841	990000	0	
23468	23468	25841	990000	0	
23469	23469	25841	990000	0	
23471	23471	-1	100000	0	
23472	23472	-1	100000	0	
23479	23479	-1	100000	0	
23491	23491	-1	100000	0	
23492	23492	-1	100000	0	
23499	23499	-1	100000	0	
23501	23501	-1	100000	0	
23502	23502	-1	100000	0	
23509	23509	-1	100000	0	
23741	23741	-1	700000	0	
23742	23742	-1	700000	0	
23743	23743	-1	700000	0	
23744	23744	-1	700000	0	
23745	23745	-1	700000	0	
23749	23749	-1	700000	0	
23751	23751	-1	800000	0	
23752	23752	-1	800000	0	
23753	23753	-1	800000	0	
23754	23754	-1	800000	0	
23755	23755	-1	800000	0	
23756	23756	-1	800000	0	
23759	23759	-1	800000	0	
23761	23761	31411	990000	0	
23762	23762	31411	990000	0	
23763	23763	31411	990000	0	
23764	23764	31411	990000	0	
23765	23765	31411	990000	0	
23766	23766	31411	990000	0	
23767	23767	31411	990000	0	
23769	23769	31411	990000	0	
23771	23771	31441	990000	0	
23772	23772	31441	990000	0	
23773	23773	31441	990000	0	
23774	23774	31441	990000	0	
23775	23775	31441	990000	0	
23776	23776	31441	990000	0	
23777	23777	31441	990000	0	
23778	23778	31441	990000	0	
23779	23779	31441	990000	0	
23911	23911	-1	100000	0	
23912	23912	-1	100000	0	
23919	23919	-1	100000	0	
23921	23921	-1	500000	0	
23922	23922	-1	500000	0	
23923	23923	-1	500000	0	
23929	23929	-1	500000	0	
23931	23931	-1	600000	0	
23932	23932	-1	600000	0	
23933	23933	-1	600000	0	
23934	23934	-1	600000	0	
23939	23939	-1	600000	0	
23941	23941	-1	700000	0	
23942	23942	-1	700000	0	
23943	23943	-1	700000	0	
23944	23944	-1	700000	0	
23945	23945	-1	700000	0	
23949	23949	-1	700000	0	
23951	23951	-1	800000	0	
23952	23952	-1	800000	0	
23953	23953	-1	800000	0	
23954	23954	-1	800000	0	
23955	23955	-1	800000	0	
23956	23956	-1	800000	0	
23959	23959	-1	800000	0	
23961	23961	31401	990000	0	
23962	23962	31401	990000	0	
23963	23963	31401	990000	0	
23964	23964	31401	990000	0	
23965	23965	31401	990000	0	
23966	23966	31401	990000	0	
23967	23967	31401	990000	0	
23969	23969	31401	990000	0	
23971	23971	31431	990000	0	
23972	23972	31431	990000	0	
23973	23973	31431	990000	0	
23974	23974	31431	990000	0	
23975	23975	31431	990000	0	
23976	23976	31431	990000	0	
23977	23977	31431	990000	0	
23978	23978	31431	990000	0	
23979	23979	31431	990000	0	
23981	23981	-1	100000	0	
23982	23982	-1	100000	0	
23989	23989	-1	100000	0	
23991	23991	-1	500000	0	
23992	23992	-1	500000	0	
23993	23993	-1	500000	0	
23999	23999	-1	500000	0	
24001	24001	-1	600000	0	
24002	24002	-1	600000	0	
24003	24003	-1	600000	0	
24004	24004	-1	600000	0	
24009	24009	-1	600000	0	
24011	24011	-1	700000	0	
24012	24012	-1	700000	0	
24013	24013	-1	700000	0	
24014	24014	-1	700000	0	
24015	24015	-1	700000	0	
24019	24019	-1	700000	0	
24021	24021	-1	800000	0	
24022	24022	-1	800000	0	
24023	24023	-1	800000	0	
24024	24024	-1	800000	0	
24025	24025	-1	800000	0	
24026	24026	-1	800000	0	
24029	24029	-1	800000	0	
24031	24031	25721	990000	0	
24032	24032	25721	990000	0	
24033	24033	25721	990000	0	
24034	24034	25721	990000	0	
24035	24035	25721	990000	0	
24036	24036	25721	990000	0	
24037	24037	25721	990000	0	
24039	24039	25721	990000	0	
24041	24041	25731	990000	0	
24042	24042	25731	990000	0	
24043	24043	25731	990000	0	
24044	24044	25731	990000	0	
24045	24045	25731	990000	0	
24046	24046	25731	990000	0	
24047	24047	25731	990000	0	
24048	24048	25731	990000	0	
24049	24049	25731	990000	0	
24411	24411	-1	100000	0	
24412	24412	-1	100000	0	
24419	24419	-1	100000	0	
24421	24421	-1	100000	0	
24422	24422	-1	100000	0	
24429	24429	-1	100000	0	
24431	24431	-1	100000	0	
24432	24432	-1	100000	0	
24439	24439	-1	100000	0	
24441	24441	-1	500000	0	
24449	24449	-1	500000	0	
24581	24581	-1	100000	0	
24582	24582	-1	100000	0	
24589	24589	-1	100000	0	
24591	24591	-1	100000	0	
24592	24592	-1	100000	0	
24599	24599	-1	100000	0	
24601	24601	-1	500000	0	
24602	24602	-1	500000	0	
24603	24603	-1	500000	0	
24609	24609	-1	500000	0	
24611	24611	-1	600000	0	
24612	24612	-1	600000	0	
24613	24613	-1	600000	0	
24614	24614	-1	600000	0	
24619	24619	-1	600000	0	
24621	24621	-1	700000	0	
24622	24622	-1	700000	0	
24623	24623	-1	700000	0	
24624	24624	-1	700000	0	
24625	24625	-1	700000	0	
24629	24629	-1	700000	0	
24631	24631	-1	800000	0	
24632	24632	-1	800000	0	
24633	24633	-1	800000	0	
24634	24634	-1	800000	0	
24635	24635	-1	800000	0	
24636	24636	-1	800000	0	
24639	24639	-1	800000	0	
24641	24641	31421	990000	0	
24642	24642	31421	990000	0	
24643	24643	31421	990000	0	
24644	24644	31421	990000	0	
24645	24645	31421	990000	0	
24646	24646	31421	990000	0	
24647	24647	31421	990000	0	
24649	24649	31421	990000	0	
24651	24651	31451	990000	0	
24652	24652	31451	990000	0	
24653	24653	31451	990000	0	
24654	24654	31451	990000	0	
24655	24655	31451	990000	0	
24656	24656	31451	990000	0	
24657	24657	31451	990000	0	
24658	24658	31451	990000	0	
24659	24659	31451	990000	0	
24661	24661	31451	990000	0	
24671	24671	-1	100000	0	
24672	24672	-1	100000	0	
24679	24679	-1	100000	0	
24681	24681	-1	500000	0	
24682	24682	-1	500000	0	
24683	24683	-1	500000	0	
24689	24689	-1	500000	0	
24691	24691	-1	600000	0	
24692	24692	-1	600000	0	
24693	24693	-1	600000	0	
24694	24694	-1	600000	0	
24699	24699	-1	600000	0	
24701	24701	-1	700000	0	
24702	24702	-1	700000	0	
24703	24703	-1	700000	0	
24704	24704	-1	700000	0	
24705	24705	-1	700000	0	
24709	24709	-1	700000	0	
24711	24711	-1	800000	0	
24712	24712	-1	800000	0	
24713	24713	-1	800000	0	
24714	24714	-1	800000	0	
24715	24715	-1	800000	0	
24716	24716	-1	800000	0	
24719	24719	-1	800000	0	
24721	24721	31421	990000	0	
24722	24722	31421	990000	0	
24723	24723	31421	990000	0	
24724	24724	31421	990000	0	
24725	24725	31421	990000	0	
24726	24726	31421	990000	0	
24727	24727	31421	990000	0	
24729	24729	31421	990000	0	
24731	24731	31451	990000	0	
24732	24732	31451	990000	0	
24733	24733	31451	990000	0	
24734	24734	31451	990000	0	
24735	24735	31451	990000	0	
24736	24736	31451	990000	0	
24737	24737	31451	990000	0	
24738	24738	31451	990000	0	
24739	24739	31451	990000	0	
24741	24741	31451	990000	0	
24751	24751	-1	100000	0	
24752	24752	-1	100000	0	
24759	24759	-1	100000	0	
24761	24761	-1	500000	0	
24762	24762	-1	500000	0	
24763	24763	-1	500000	0	
24769	24769	-1	500000	0	
24771	24771	-1	600000	0	
24772	24772	-1	600000	0	
24773	24773	-1	600000	0	
24774	24774	-1	600000	0	
24779	24779	-1	600000	0	
24781	24781	-1	700000	0	
24782	24782	-1	700000	0	
24783	24783	-1	700000	0	
24784	24784	-1	700000	0	
24785	24785	-1	700000	0	
24789	24789	-1	700000	0	
24791	24791	-1	800000	0	
24792	24792	-1	800000	0	
24793	24793	-1	800000	0	
24794	24794	-1	800000	0	
24795	24795	-1	800000	0	
24796	24796	-1	800000	0	
24799	24799	-1	800000	0	
24801	24801	31421	990000	0	
24802	24802	31421	990000	0	
24803	24803	31421	990000	0	
24804	24804	31421	990000	0	
24805	24805	31421	990000	0	
24806	24806	31421	990000	0	
24807	24807	31421	990000	0	
24809	24809	31421	990000	0	
24811	24811	31451	990000	0	
24812	24812	31451	990000	0	
24813	24813	31451	990000	0	
24814	24814	31451	990000	0	
24815	24815	31451	990000	0	
24816	24816	31451	990000	0	
24817	24817	31451	990000	0	
24818	24818	31451	990000	0	
24819	24819	31451	990000	0	
24821	24821	31451	990000	0	
24831	24831	-1	100000	0	
24832	24832	-1	100000	0	
24839	24839	-1	100000	0	
24841	24841	-1	500000	0	
24842	24842	-1	500000	0	
24843	24843	-1	500000	0	
24849	24849	-1	500000	0	
24851	24851	-1	600000	0	
24852	24852	-1	600000	0	
24853	24853	-1	600000	0	
24854	24854	-1	600000	0	
24859	24859	-1	600000	0	
24861	24861	-1	700000	0	
24862	24862	-1	700000	0	
24863	24863	-1	700000	0	
24864	24864	-1	700000	0	
24865	24865	-1	700000	0	
24869	24869	-1	700000	0	
24871	24871	-1	800000	0	
24872	24872	-1	800000	0	
24873	24873	-1	800000	0	
24874	24874	-1	800000	0	
24875	24875	-1	800000	0	
24876	24876	-1	800000	0	
24879	24879	-1	800000	0	
24881	24881	31421	990000	0	
24882	24882	31421	990000	0	
24883	24883	31421	990000	0	
24884	24884	31421	990000	0	
24885	24885	31421	990000	0	
24886	24886	31421	990000	0	
24887	24887	31421	990000	0	
24889	24889	31421	990000	0	
24891	24891	31451	990000	0	
24892	24892	31451	990000	0	
24893	24893	31451	990000	0	
24894	24894	31451	990000	0	
24895	24895	31451	990000	0	
24896	24896	31451	990000	0	
24897	24897	31451	990000	0	
24898	24898	31451	990000	0	
24899	24899	31451	990000	0	
24911	24911	-1	100000	0	
24912	24912	-1	100000	0	
24913	24913	-1	100000	0	
24921	24921	-1	500000	0	
24922	24922	-1	500000	0	
24923	24923	-1	500000	0	
24929	24929	-1	500000	0	
24931	24931	-1	600000	0	
24932	24932	-1	600000	0	
24933	24933	-1	600000	0	
24934	24934	-1	600000	0	
24939	24939	-1	600000	0	
24941	24941	-1	700000	0	
24942	24942	-1	700000	0	
24943	24943	-1	700000	0	
24944	24944	-1	700000	0	
24945	24945	-1	700000	0	
24949	24949	-1	700000	0	
24951	24951	-1	800000	0	
24952	24952	-1	800000	0	
24953	24953	-1	800000	0	
24954	24954	-1	800000	0	
24955	24955	-1	800000	0	
24956	24956	-1	800000	0	
24959	24959	-1	800000	0	
24961	24961	31421	990000	0	
24962	24962	31421	990000	0	
24963	24963	31421	990000	0	
24964	24964	31421	990000	0	
24965	24965	31421	990000	0	
24966	24966	31421	990000	0	
24967	24967	31421	990000	0	
24969	24969	31421	990000	0	
24971	24971	31451	990000	0	
24972	24972	31451	990000	0	
24973	24973	31451	990000	0	
24974	24974	31451	990000	0	
24975	24975	31451	990000	0	
24976	24976	31451	990000	0	
24977	24977	31451	990000	0	
24978	24978	31451	990000	0	
24979	24979	31451	990000	0	
27351	27351	-1	100000	0	
27352	27352	-1	100000	0	
27359	27359	-1	100000	0	
27361	27361	-1	500000	0	
27362	27362	-1	500000	0	
27363	27363	-1	500000	0	
27369	27369	-1	500000	0	
27371	27371	-1	600000	0	
27372	27372	-1	600000	0	
27373	27373	-1	600000	0	
27374	27374	-1	600000	0	
27379	27379	-1	600000	0	
27381	27381	-1	700000	0	
27382	27382	-1	700000	0	
27383	27383	-1	700000	0	
27384	27384	-1	700000	0	
27385	27385	-1	700000	0	
27389	27389	-1	700000	0	
27391	27391	-1	800000	0	
27392	27392	-1	800000	0	
27393	27393	-1	800000	0	
27394	27394	-1	800000	0	
27395	27395	-1	800000	0	
27396	27396	-1	800000	0	
27399	27399	-1	800000	0	
27401	27401	31411	990000	0	
27402	27402	31411	990000	0	
27403	27403	31411	990000	0	
27404	27404	31411	990000	0	
27405	27405	31411	990000	0	
27406	27406	31411	990000	0	
27407	27407	31411	990000	0	
27409	27409	31411	990000	0	
27411	27411	31441	990000	0	
27412	27412	31441	990000	0	
27413	27413	31441	990000	0	
27414	27414	31441	990000	0	
27415	27415	31441	990000	0	
27416	27416	31441	990000	0	
27417	27417	31441	990000	0	
27418	27418	31441	990000	0	
27419	27419	31441	990000	0	
27421	27421	-1	100000	0	
27422	27422	-1	100000	0	
27429	27429	-1	100000	0	
27431	27431	-1	500000	0	
27432	27432	-1	500000	0	
27433	27433	-1	500000	0	
27439	27439	-1	500000	0	
27441	27441	-1	600000	0	
27442	27442	-1	600000	0	
27443	27443	-1	600000	0	
27444	27444	-1	600000	0	
27449	27449	-1	600000	0	
27451	27451	-1	700000	0	
27452	27452	-1	700000	0	
27453	27453	-1	700000	0	
27454	27454	-1	700000	0	
27455	27455	-1	700000	0	
27459	27459	-1	700000	0	
27461	27461	-1	800000	0	
27462	27462	-1	800000	0	
27463	27463	-1	800000	0	
27464	27464	-1	800000	0	
27465	27465	-1	800000	0	
