INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标$1$	任务描述3$1$	任务描述4$1$	任务描述5$1$	接受任务场景ID	接受任务NpcName$1$	接受任务NpcGuid	完成任务场景ID	完成任务NpcName$1$	完成任务NpcGuid	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	击杀种类数（最多5）	怪物名称1$1$	是否寻找随机物品	掉落物品1	掉落概率1	掉落数量1	怪物名称2$1$	怪物标志2	掉落物品2	掉落概率2	掉落数量2	怪物名称3$1$	怪物标志3	掉落物品3	掉落概率3	掉落数量3	怪物名称4$1$	怪物标志4	掉落物品4	掉落概率4	掉落数量4	怪物名称5$1$	怪物标志5	掉落物品5	掉落概率5	掉落数量5	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	个数1	固定物品奖励2	个数2	固定物品奖励3	个数3	固定物品奖励4	个数4	固定物品奖励5	个数5	可选物品奖励1	个数1	可选物品奖励2	个数2	可选物品奖励3	个数3	可选物品奖励4	个数4	可选物品奖励5	个数5	隐藏奖励物品1	个数1	隐藏奖励物品2	个数2	隐藏奖励物品3	个数3	后续任务INDEX	预留	预留	预留
1038100	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_1}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_10}%i#{MIS_ITEM90526_11}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	78	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038101	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_1}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_10}%i#{MIS_ITEM90526_11}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	79	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038102	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_1}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_10}%i#{MIS_ITEM90526_11}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	80	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038103	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_1}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_10}%i#{MIS_ITEM90526_11}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	81	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038104	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_1}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_10}%i#{MIS_ITEM90526_11}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	82	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038110	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_3}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_16}%i#{MIS_ITEM90526_13}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	70	100	5		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038111	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_6}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_17}%i#{MIS_ITEM90526_13}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	71	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038112	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_7}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_18}%i#{MIS_ITEM90526_13}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	72	100	7		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038113	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_8}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_19}%i#{MIS_ITEM90526_13}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	73	100	8		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1038114	101	10	0	1	0	1	106	135	木婉清任务	#{MIS_ITEM90526_9}#Y%i#W#{MIS_ITEM90526_2}	    #{MIS_ITEM90526_20}%i#{MIS_ITEM90526_13}	#{RW_20080321_451}	#{RW_20080321_452}	0		0	2	木婉清	0	20	-1	-1	-1	1		1	74	100	9		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	92	1	#{MI_DEL9525_5}	2	#{MI_DEL9525_6}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039000	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_489}	#{RW_20080321_495}	#{RW_20080321_501}	#{RW_20080321_502}	0		0	0	耶律大石	0	40	-1	-1	-1	1	秦家寨劫匪	0	40004391	100	5		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039001	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_490}	#{RW_20080321_496}	#{RW_20080321_501}	#{RW_20080321_502}	0		0	0	耶律大石	0	50	-1	-1	-1	1	山越盗匪	0	40004392	100	5		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039002	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_491}	#{RW_20080321_497}	#{RW_20080321_501}	#{RW_20080321_502}	0		0	0	耶律大石	0	60	-1	-1	-1	1	丛林野人	0	40004393	100	7		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039003	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_492}	#{RW_20080321_498}	#{RW_20080321_501}	#{RW_20080321_502}	0		0	0	耶律大石	0	70	-1	-1	-1	1	黑衣马匪	0	40004394	100	7		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039004	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_493}	#{RW_20080321_499}	#{RW_20080321_501}	#{RW_20080321_502}	0		0	0	耶律大石	0	80	-1	-1	-1	1	藤甲贼	0	40004395	100	10		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039005	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_494}	#{RW_20080321_500}	#{RW_20080321_501}	#{RW_20080321_502}	0		0	0	耶律大石	0	90	-1	-1	-1	1	永夜修罗	0	40004396	100	10		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039006	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_26}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_30}%i#{MIS_ITEM90526_31}	#{RW_20080321_509}	#{RW_20080321_510}	0		0	0	耶律大石	0	40	-1	-1	-1	1		1	64	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039007	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_26}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_30}%i#{MIS_ITEM90526_31}	#{RW_20080321_509}	#{RW_20080321_510}	0		0	0	耶律大石	0	50	-1	-1	-1	1		1	65	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039008	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_28}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_32}%i#{MIS_ITEM90526_31}	#{RW_20080321_509}	#{RW_20080321_510}	0		0	0	耶律大石	0	60	-1	-1	-1	1		1	66	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039009	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_28}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_32}%i#{MIS_ITEM90526_31}	#{RW_20080321_509}	#{RW_20080321_510}	0		0	0	耶律大石	0	70	-1	-1	-1	1		1	67	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039010	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_29}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_33}%i#{MIS_ITEM90526_31}	#{RW_20080321_509}	#{RW_20080321_510}	0		0	0	耶律大石	0	80	-1	-1	-1	1		1	68	100	8		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039011	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_29}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_33}%i#{MIS_ITEM90526_31}	#{RW_20080321_509}	#{RW_20080321_510}	0		0	0	耶律大石	0	90	-1	-1	-1	1		1	69	100	8		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039020	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_34}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_35}%i#{MIS_ITEM90526_25}	#{RW_20080321_513}	#{RW_20080321_514}	0		0	0	耶律大石	0	40	-1	-1	-1	1		2	36	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039021	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_34}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_35}%i#{MIS_ITEM90526_25}	#{RW_20080321_513}	#{RW_20080321_514}	0		0	0	耶律大石	0	40	-1	-1	-1	1		2	37	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039022	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_34}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_35}%i#{MIS_ITEM90526_25}	#{RW_20080321_513}	#{RW_20080321_514}	0		0	0	耶律大石	0	40	-1	-1	-1	1		2	38	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039023	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_34}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_35}%i#{MIS_ITEM90526_25}	#{RW_20080321_513}	#{RW_20080321_514}	0		0	0	耶律大石	0	40	-1	-1	-1	1		2	39	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039024	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_34}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_35}%i#{MIS_ITEM90526_25}	#{RW_20080321_513}	#{RW_20080321_514}	0		0	0	耶律大石	0	40	-1	-1	-1	1		2	40	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039100	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_26}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_39}%i#{MIS_ITEM90526_40}	#{RW_20080321_525}	#{RW_20080321_526}	0		0	0	耶律大石	0	40	-1	-1	-1	1		1	64	100	2		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039101	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_36}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_41}%i#{MIS_ITEM90526_40}	#{RW_20080321_525}	#{RW_20080321_526}	0		0	0	耶律大石	0	40	-1	-1	-1	1		1	65	100	3		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039102	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_28}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_42}%i#{MIS_ITEM90526_40}	#{RW_20080321_525}	#{RW_20080321_526}	0		0	0	耶律大石	0	40	-1	-1	-1	1		1	66	100	4		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039103	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_37}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_43}%i#{MIS_ITEM90526_40}	#{RW_20080321_525}	#{RW_20080321_526}	0		0	0	耶律大石	0	40	-1	-1	-1	1		1	67	100	5		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039104	101	10	0	1	0	1	118	62	萧峰任务	#{MIS_ITEM90526_38}%i#{MIS_ITEM90526_27}	    #{MIS_ITEM90526_44}%i#{MIS_ITEM90526_40}	#{RW_20080321_525}	#{RW_20080321_526}	0		0	0	耶律大石	0	40	-1	-1	-1	1		1	68	100	6		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	99	1	#{XF_DE_15}	2	#{XF_DE_16}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039110	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_45}%i#{MIS_ITEM90526_46}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		1	162	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039111	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_45}%i#{MIS_ITEM90526_46}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		1	163	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039112	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_45}%i#{MIS_ITEM90526_46}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		1	164	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039113	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_45}%i#{MIS_ITEM90526_46}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		1	165	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039114	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_45}%i#{MIS_ITEM90526_46}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		1	166	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039115	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_51}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		2	1	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039116	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_51}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		2	2	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039117	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_51}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		2	3	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039118	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_51}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		2	4	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1039119	101	10	0	1	0	1	108	140	阿朱任务	#{MIS_ITEM90526_51}%i#{MIS_ITEM90526_22}	    #{MIS_ITEM90526_47}%i#{MIS_ITEM90526_48}%R#{MIS_ITEM90526_49}	    %R#{MIS_ITEM90526_50}	#{RW_20080321_530}	0		0	5	阮星竹	0	30	-1	-1	-1	1		2	5	100	1		0	0	0	0		0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	96	1	#{MI_DEL9525_10}	2	#{MI_DEL9525_11}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
