INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标（客户端描述）$1$	任务详细描述$1$	是否有Continue	任务继续信息$1$	任务完成信息$1$	接受任务场景ID	接受任务NPC$1$	完成任务场景ID	完成任务NPC$1$	任务目标场景ID	任务目标NPC$1$	任务目标NPC是否动态	任务目标NPC对白$1$	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	固定物品1奖励数量	固定物品奖励2	固定物品2奖励数量	固定物品奖励3	固定物品3奖励数量	固定物品奖励4	固定物品4奖励数量	固定物品奖励5	固定物品5奖励数量	可选物品奖励1	可选物品1奖励数量	可选物品奖励2	可选物品2奖励数量	可选物品奖励3	可选物品3奖励数量	可选物品奖励4	可选物品4奖励数量	可选物品奖励5	可选物品5奖励数量	隐藏奖励物品1	隐藏物品1奖励数量	隐藏奖励物品2	隐藏物品2奖励数量	隐藏奖励物品3	隐藏物品3奖励数量	送物种类数量（最多5）	第一个物品ID	第一个物品数量	物品是否在接任务时由NPC给予	第二个物品ID	第二个物品数量	物品是否在接任务时由NPC给予	第三个物品ID	第三个物品数量	物品是否在接任务时由NPC给予	第四个物品ID	第四个物品数量	物品是否在接任务时由NPC给予	MissionItem_HashTable列号	第五个物品数量	物品是否在接任务时由NPC给予	后续任务INDEX	预留	预留	预留
1018215	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	160	1	64;65;66	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018216	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	161	1	67;68	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018217	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	162	1	67;68	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018218	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	163	1	67;68	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018219	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	164	1	67;68	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018220	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    %n#{MRF_DE_07}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	165	1	69	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018221	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    %n#{MRF_DE_07}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	166	1	69	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018222	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    %n#{MRF_DE_07}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	167	1	69	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018223	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    %n#{MRF_DE_07}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	168	1	69	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018224	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	169	1	70;71;72	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018225	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	170	1	70;71;72	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018226	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	171	1	70;71;72	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018227	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_01}%n#{MRF_DE_02}	    #{MRF_DE_08}%n#{MRF_DE_09}%g#{MRF_DE_10}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	172	1	70;71;72	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018228	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	173	1	73;74;75;76	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018229	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	174	1	73;74;75;76	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018230	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	175	1	73;74;75;76	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018231	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	176	1	73;74;75;76	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018232	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	177	1	77;78	60	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018233	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	178	1	77;78	70	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018234	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	179	1	77;78	80	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018235	101	10	0	1	0	1	129	76	慕容复任务	    #{MRF_DE_03}%n#{MRF_DE_04}	    #{MRF_DE_11}%n#{MRF_DE_12}	1	#{RW_20080321_15}	#{RW_20080321_16}	0		1	慕容复	0	180	1	77;78	90	-1	-1	-1	0	0	0	101	1	#{MRF_DE_13}	2	#{MRF_DE_14}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004403	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018300	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	181	1	79	60	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018301	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	182	1	79	70	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018302	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	183	1	79	80	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018303	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	184	1	79	90	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018304	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	185	1	80	60	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018305	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	186	1	80	70	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018306	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	187	1	80	80	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018307	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	188	1	80	90	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018308	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	189	1	81	60	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018309	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	190	1	81	70	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018310	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	191	1	81	80	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018311	101	10	0	1	0	1	54	265	虚竹任务	    #{MI_DEL9525_1}%n#{XZ_DE_01}	    #{XZ_DE_02}%n#{XZ_DE_03}	1	#{RW_20080321_19}	#{RW_20080321_20}	0		2	叶二娘	0	192	1	81	90	-1	-1	-1	0	0	0	102	1	#{XZ_DE_04}	2	#{XZ_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018350	101	10	0	1	0	1	113	63	银川公主任务	    #{YCGZ_DE_01}%n#{YCGZ_DE_02}	    #{YCGZ_DE_03}%R#{YCGZ_DE_04}%n#{YCGZ_DE_05}	1	#{RW_20080321_23}	    #{YCGZ_DE_06}%R#{YCGZ_DE_07}	0		0	赫连铁树	0	193	1	82;83	70	-1	-1	-1	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004409	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018351	101	10	0	1	0	1	113	63	银川公主任务	    #{YCGZ_DE_01}%n#{YCGZ_DE_02}	    #{YCGZ_DE_03}%R#{YCGZ_DE_04}%n#{YCGZ_DE_05}	1	#{RW_20080321_23}	    #{YCGZ_DE_06}%R#{YCGZ_DE_07}	0		0	赫连铁树	0	194	1	82;83	80	-1	-1	-1	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004409	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018352	101	10	0	1	0	1	113	63	银川公主任务	    #{YCGZ_DE_01}%n#{YCGZ_DE_02}	    #{YCGZ_DE_03}%R#{YCGZ_DE_04}%n#{YCGZ_DE_05}	1	#{RW_20080321_23}	    #{YCGZ_DE_06}%R#{YCGZ_DE_07}	0		0	赫连铁树	0	195	1	82;83	90	-1	-1	-1	0	0	0	104	1	#{YCGZ_DE_08}	2	#{YCGZ_DE_09}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40004409	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018360	101	10	0	1	0	1	250	168	钟灵任务	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	钟灵	0	196	1	84;85;86;87;88;89	20	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018361	101	10	0	1	0	1	250	168	钟灵任务	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	钟灵	0	197	1	84;85;86;87;88;89	30	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018362	101	10	0	1	0	1	250	168	钟灵任务	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	钟灵	0	198	1	84;85;86;87;88;89	40	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018363	101	10	0	1	0	1	250	168	钟灵任务	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	钟灵	0	199	1	84;85;86;87;88;89	50	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018364	101	10	0	1	0	1	250	168	钟灵任务	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	钟灵	0	200	1	84;85;86;87;88;89	60	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018365	101	10	0	1	0	1	250	168	钟灵任务	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	钟灵	0	201	1	84;85;86;87;88;89	70	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018366	101	10	0	1	0	1	250	168	钟灵任务	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	钟灵	0	202	1	84;85;86;87;88;89	80	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
